remittance_id,customer_id,transfer_date,destination_country,transfer_amount,exchange_rate,transfer_fee,transfer_status,channel
REM0002681,CUST00551,2025-08-24,Sri Lanka,1110.38,74.065871,20.63,Completed,Mobile App
REM0002682,CUST00394,2026-02-22,Nepal,3796.04,8.811172,63.87,Completed,Branch
REM0002683,CUST00132,2026-05-17,Bangladesh,7339.11,2.590173,59.58,Completed,Partner
REM0002684,CUST00819,2026-04-08,Bangladesh,6402.57,28.857668,37.0,Completed,Mobile App
REM0002685,CUST00348,2026-12-26,Philippines,2888.26,40.096777,18.33,Pending,Partner
REM0002686,CUST00263,2024-11-26,Jordan,4323.2,84.736908,52.5,Completed,Partner
REM0002687,CUST00319,2026-04-16,Pakistan,1434.55,83.606875,17.32,Completed,Partner
REM0002688,CUST00747,2026-01-27,Philippines,2569.63,1.284963,34.44,Completed,Branch
REM0002689,CUST00991,2024-10-15,Bangladesh,7144.77,84.772628,50.72,Completed,Branch
REM0002690,CUST00195,2025-06-15,India,1767.1,25.544925,42.89,Completed,Branch
REM0002691,CUST00949,2026-05-18,Nepal,5352.3,46.643961,58.63,Completed,Mobile App
REM0002692,CUST00862,2026-03-30,Jordan,2905.9,80.203336,7.69,Completed,Mobile App
REM0002693,CUST00868,2024-04-15,Jordan,5265.29,40.799556,73.61,Completed,Partner
REM0002694,CUST00319,2025-01-08,Jordan,5389.0,66.667725,31.46,Completed,Branch
REM0002695,CUST00909,2024-03-25,Bangladesh,2910.52,15.923348,52.22,Completed,Branch
REM0002696,CUST00022,2026-04-05,Jordan,2493.24,16.827931,48.28,Completed,Mobile App
REM0002697,CUST00490,2025-05-13,Nepal,2194.57,63.785336,38.03,Completed,Mobile App
REM0002698,CUST00342,2026-11-20,Philippines,4689.79,30.827653,74.25,Completed,Branch
REM0002699,CUST00739,2024-04-16,Philippines,853.18,56.128734,69.7,Completed,Branch
REM0002700,CUST00086,2025-10-19,India,222.89,74.054368,25.3,Completed,Mobile App
REM0002701,CUST00136,2026-12-29,India,6201.36,15.21766,19.2,Completed,Branch
REM0002702,CUST00469,2026-02-25,Philippines,7052.88,36.335223,41.32,Completed,Partner
REM0002703,CUST00739,2025-01-02,India,7861.92,80.333232,25.18,Completed,Mobile App
REM0002704,CUST00944,2024-10-10,Bangladesh,1468.88,39.496866,21.15,Completed,Partner
REM0002705,CUST00345,2025-12-15,Egypt,4880.72,58.804652,42.64,Pending,Mobile App
REM0002706,CUST00282,2025-09-03,Pakistan,622.42,44.790904,47.18,Completed,Mobile App
REM0002707,CUST00494,2024-07-28,Pakistan,6514.0,82.131702,63.24,Completed,Branch
REM0002708,CUST00178,2025-04-01,Jordan,5245.66,29.12835,5.8,Completed,Mobile App
REM0002709,CUST00626,2025-01-21,Bangladesh,2600.46,80.238806,64.78,Completed,Branch
REM0002710,CUST00255,2025-02-17,Bangladesh,7877.4,20.839573,16.27,Completed,Branch
REM0002711,CUST00537,2025-10-06,Philippines,3102.83,41.440448,41.06,Completed,Branch
REM0002712,CUST00633,2025-02-27,Egypt,741.4,56.900706,72.01,Completed,Mobile App
REM0002713,CUST00265,2026-08-14,Philippines,2420.11,2.560029,63.35,Failed,Branch
REM0002714,CUST00362,2025-10-18,Pakistan,6868.14,64.743299,51.62,Completed,Partner
REM0002715,CUST00613,2024-05-14,Egypt,5676.43,84.563204,35.67,Completed,Mobile App
REM0002716,CUST00594,2026-11-17,Nepal,3556.31,8.05381,55.52,Completed,Mobile App
REM0002717,CUST00361,2025-09-07,Jordan,2024.32,38.360111,47.64,Completed,Mobile App
REM0002718,CUST00122,2026-07-15,Nepal,5899.85,14.631592,63.4,Completed,Partner
REM0002719,CUST00940,2024-02-28,Jordan,1559.82,30.64788,49.66,Completed,Branch
REM0002720,CUST00852,2024-02-17,Egypt,4852.75,60.979374,48.24,Completed,Mobile App
REM0002721,CUST00705,2025-03-14,Bangladesh,7459.91,5.334836,20.14,Completed,Partner
REM0002722,CUST00882,2025-04-09,Nepal,7063.19,28.518331,23.54,Completed,Partner
REM0002723,CUST00352,2024-03-07,Bangladesh,1006.11,15.150698,26.56,Completed,Partner
REM0002724,CUST00676,2024-06-15,India,4411.56,14.207446,69.99,Completed,Branch
REM0002725,CUST00326,2025-07-28,Bangladesh,1338.92,31.984448,23.81,Completed,Partner
REM0002726,CUST00980,2026-01-14,Jordan,208.45,11.115361,65.44,Completed,Partner
REM0002727,CUST00952,2026-09-10,India,2339.73,19.251537,5.7,Completed,Branch
REM0002728,CUST00840,2026-12-17,Bangladesh,606.8,4.12454,36.22,Completed,Partner
REM0002729,CUST00029,2026-02-17,Philippines,3979.01,26.74369,17.41,Completed,Mobile App
REM0002730,CUST00250,2025-05-23,Egypt,410.01,72.532854,52.52,Completed,Branch
REM0002731,CUST00308,2024-07-26,India,7555.45,72.167155,55.81,Completed,Branch
REM0002732,CUST00382,2026-07-05,Egypt,5354.1,76.433293,25.66,Completed,Mobile App
REM0002733,CUST00880,2025-04-17,Nepal,5575.47,36.978881,14.67,Completed,Partner
REM0002734,CUST00769,2025-03-17,Pakistan,7425.43,42.348211,21.89,Completed,Partner
REM0002735,CUST00626,2025-01-22,Pakistan,3205.42,63.240554,14.66,Completed,Branch
REM0002736,CUST00272,2024-07-18,Egypt,3546.38,23.711889,68.45,Completed,Mobile App
REM0002737,CUST00928,2025-09-09,Egypt,2199.45,39.152082,69.84,Completed,Branch
REM0002738,CUST00411,2024-06-05,Sri Lanka,2875.79,5.944175,55.0,Completed,Partner
REM0002739,CUST00074,2024-01-28,Jordan,655.54,57.218822,52.37,Completed,Branch
REM0002740,CUST00063,2024-02-08,Jordan,6940.78,15.236512,29.93,Completed,Partner
REM0002741,CUST00789,2025-09-16,Nepal,2491.58,18.711993,50.35,Completed,Branch
REM0002742,CUST00834,2026-07-23,Egypt,4050.64,42.77546,71.49,Completed,Branch
REM0002743,CUST00321,2024-07-12,Jordan,6356.84,51.19586,73.1,Completed,Branch
REM0002744,CUST00804,2025-01-11,Jordan,282.77,7.742427,22.91,Completed,Mobile App
REM0002745,CUST00761,2026-06-03,Nepal,4404.47,8.356139,19.89,Completed,Partner
REM0002746,CUST00653,2026-02-18,Pakistan,1114.43,33.888152,49.97,Completed,Partner
REM0002747,CUST00524,2024-08-25,Nepal,4831.7,81.042019,35.61,Failed,Branch
REM0002748,CUST00973,2026-02-12,Philippines,5894.26,42.397447,52.77,Pending,Partner
REM0002749,CUST00261,2024-10-01,Sri Lanka,1002.55,17.243114,17.71,Completed,Partner
REM0002750,CUST00051,2024-09-01,Nepal,6681.94,6.72286,41.73,Completed,Branch
REM0002751,CUST00510,2025-08-11,Egypt,412.18,38.265493,32.4,Completed,Branch
REM0002752,CUST00090,2024-02-05,Egypt,786.48,57.70772,69.17,Completed,Partner
REM0002753,CUST00504,2026-08-03,Jordan,1027.85,79.256247,11.46,Failed,Mobile App
REM0002754,CUST00751,2025-04-19,Nepal,2558.37,51.003139,12.45,Completed,Partner
REM0002755,CUST00143,2025-02-12,Pakistan,3683.02,67.499256,62.35,Completed,Branch
REM0002756,CUST00301,2026-09-13,Jordan,571.14,79.174553,18.01,Completed,Mobile App
REM0002757,CUST00777,2025-01-18,Jordan,4264.22,72.269413,10.15,Completed,Mobile App
REM0002758,CUST00107,2026-06-15,Sri Lanka,7018.46,42.279103,58.75,Completed,Partner
REM0002759,CUST00226,2026-10-10,Bangladesh,4942.33,59.63088,35.16,Completed,Branch
REM0002760,CUST00994,2026-12-19,Sri Lanka,828.63,45.930426,60.37,Completed,Partner
REM0002761,CUST00701,2025-10-02,Nepal,4479.05,14.602271,47.64,Completed,Mobile App
REM0002762,CUST00563,2024-07-13,Nepal,7820.59,23.40044,41.99,Completed,Branch
REM0002763,CUST00006,2026-11-29,Pakistan,2439.74,64.669282,71.49,Completed,Partner
REM0002764,CUST00714,2026-09-24,Pakistan,3518.1,45.817768,27.8,Completed,Mobile App
REM0002765,CUST00838,2025-07-26,India,2008.46,26.708031,44.22,Completed,Partner
REM0002766,CUST01000,2024-09-27,Jordan,7259.07,47.660085,40.4,Completed,Partner
REM0002767,CUST00036,2025-02-25,Sri Lanka,2861.74,58.885682,5.21,Completed,Mobile App
REM0002768,CUST00440,2025-10-18,Pakistan,5392.35,58.650474,73.43,Pending,Branch
REM0002769,CUST00467,2025-10-08,Bangladesh,335.63,51.756216,38.87,Completed,Partner
REM0002770,CUST00569,2026-05-01,Bangladesh,7729.6,16.269007,21.88,Completed,Mobile App
REM0002771,CUST00925,2024-07-14,India,3236.04,24.462662,22.92,Completed,Branch
REM0002772,CUST00722,2026-09-19,Sri Lanka,5474.66,46.232499,19.17,Failed,Mobile App
REM0002773,CUST00903,2025-10-03,Sri Lanka,714.87,19.490615,50.54,Pending,Branch
REM0002774,CUST00131,2025-06-09,Bangladesh,5426.76,54.879417,64.58,Completed,Mobile App
REM0002775,CUST00050,2026-09-26,Sri Lanka,5463.45,43.986876,16.67,Completed,Partner
REM0002776,CUST00760,2026-07-02,Nepal,2095.3,69.257144,12.97,Completed,Partner
REM0002777,CUST00685,2024-04-25,India,6545.74,71.184546,52.26,Completed,Mobile App
REM0002778,CUST00844,2026-10-15,Philippines,3901.21,51.558193,74.55,Completed,Branch
REM0002779,CUST00210,2024-01-08,Egypt,2795.4,45.104974,55.32,Completed,Branch
REM0002780,CUST00789,2025-08-12,Nepal,5871.35,8.130752,16.57,Completed,Branch
REM0002781,CUST00231,2025-07-01,Jordan,3865.24,74.152563,16.81,Completed,Mobile App
REM0002782,CUST00268,2026-08-15,Philippines,2734.27,24.149059,54.21,Completed,Partner
REM0002783,CUST00095,2026-01-20,Egypt,7110.18,57.621503,9.35,Completed,Branch
REM0002784,CUST00528,2024-05-07,India,2894.22,22.846822,30.2,Failed,Partner
REM0002785,CUST00849,2026-04-22,Jordan,1430.4,68.89433,73.63,Completed,Mobile App
REM0002786,CUST00970,2025-05-22,Jordan,4343.91,43.41553,35.9,Failed,Branch
REM0002787,CUST00632,2024-08-11,Sri Lanka,7043.75,19.3253,56.78,Completed,Mobile App
REM0002788,CUST00683,2024-03-03,India,7480.93,19.127376,7.73,Completed,Branch
REM0002789,CUST00639,2026-05-01,Nepal,430.24,17.610445,50.64,Completed,Branch
REM0002790,CUST00137,2026-04-07,Bangladesh,815.82,82.578688,73.07,Completed,Partner
REM0002791,CUST00711,2026-02-28,Nepal,7633.53,4.349736,18.47,Completed,Partner
REM0002792,CUST00187,2026-10-01,Nepal,6835.66,77.209904,60.08,Completed,Partner
REM0002793,CUST00044,2026-01-31,Pakistan,6704.54,79.847599,62.07,Completed,Branch
REM0002794,CUST00977,2024-02-14,Nepal,2020.54,0.232988,50.35,Completed,Mobile App
REM0002795,CUST00763,2026-11-05,Jordan,1988.11,68.501778,37.99,Completed,Branch
REM0002796,CUST00757,2024-08-01,Nepal,3301.73,12.175818,71.43,Completed,Mobile App
REM0002797,CUST00875,2024-05-22,India,2642.09,31.639974,5.92,Completed,Partner
REM0002798,CUST00663,2025-08-04,Nepal,7450.32,42.415619,67.29,Completed,Branch
REM0002799,CUST00902,2025-09-05,Nepal,3054.81,16.188468,27.67,Completed,Mobile App
REM0002800,CUST00061,2025-05-03,India,5772.39,66.531687,16.24,Failed,Partner
REM0002801,CUST00644,2024-11-20,Nepal,7820.53,8.915333,49.7,Completed,Mobile App
REM0002802,CUST00887,2025-08-31,Jordan,7678.44,67.994751,15.46,Completed,Mobile App
REM0002803,CUST00264,2025-10-12,Jordan,2634.39,52.253487,52.1,Completed,Partner
REM0002804,CUST00113,2024-06-18,Philippines,1826.28,20.467895,74.77,Completed,Mobile App
REM0002805,CUST00304,2025-07-01,India,7791.11,65.99465,55.41,Completed,Partner
REM0002806,CUST00629,2026-08-26,Jordan,3195.21,41.231846,58.39,Completed,Mobile App
REM0002807,CUST00016,2026-08-24,Pakistan,1912.76,82.152617,64.95,Completed,Mobile App
REM0002808,CUST00600,2026-11-23,Philippines,1597.27,37.568415,13.6,Completed,Mobile App
REM0002809,CUST00633,2025-07-02,Pakistan,3464.91,70.790867,49.3,Completed,Mobile App
REM0002810,CUST00848,2026-06-01,Philippines,5478.97,40.941435,8.98,Completed,Mobile App
REM0002811,CUST00254,2025-08-18,Sri Lanka,5634.99,10.02139,7.12,Completed,Branch
REM0002812,CUST00015,2024-04-22,Philippines,2520.69,47.000789,14.99,Completed,Branch
REM0002813,CUST00662,2026-05-26,Pakistan,7405.23,68.957641,13.68,Completed,Partner
REM0002814,CUST00515,2024-04-07,Nepal,2313.7,64.443758,10.33,Completed,Partner
REM0002815,CUST00713,2024-01-28,Egypt,5285.12,3.774878,69.39,Failed,Partner
REM0002816,CUST00646,2025-05-16,Nepal,3281.92,44.50578,10.46,Completed,Partner
REM0002817,CUST00441,2024-10-27,Egypt,3325.59,42.382405,38.04,Completed,Branch
REM0002818,CUST00163,2025-04-21,Egypt,1968.95,3.384787,64.56,Completed,Mobile App
REM0002819,CUST00471,2025-06-12,Jordan,1622.54,10.621898,33.47,Completed,Partner
REM0002820,CUST00247,2025-07-11,Pakistan,7656.76,35.432857,14.5,Completed,Branch
REM0002821,CUST00892,2026-08-22,Philippines,1598.16,31.118824,71.19,Completed,Branch
REM0002822,CUST00286,2026-07-01,Sri Lanka,6996.82,19.691771,54.35,Completed,Mobile App
REM0002823,CUST00910,2025-11-28,India,3973.19,21.683531,35.49,Completed,Branch
REM0002824,CUST00180,2024-06-18,Bangladesh,7970.71,51.368153,72.66,Completed,Partner
REM0002825,CUST00928,2025-10-31,Nepal,1923.85,46.076616,9.3,Completed,Branch
REM0002826,CUST00068,2025-09-18,Philippines,5518.45,54.414397,26.14,Completed,Branch
REM0002827,CUST00473,2025-02-22,India,3574.25,66.057109,18.12,Completed,Mobile App
REM0002828,CUST00084,2025-08-13,Egypt,3306.21,73.403858,28.81,Completed,Mobile App
REM0002829,CUST00320,2026-11-01,Nepal,714.56,54.281984,27.63,Completed,Partner
REM0002830,CUST00788,2026-09-21,Egypt,7654.18,49.575999,6.75,Completed,Partner
REM0002831,CUST00121,2026-08-18,Jordan,5648.42,25.928735,56.86,Completed,Partner
REM0002832,CUST00092,2024-06-07,Egypt,6547.44,32.76215,19.05,Failed,Partner
REM0002833,CUST00998,2026-07-20,Jordan,5616.27,81.686603,9.42,Completed,Mobile App
REM0002834,CUST00223,2024-08-01,Pakistan,5579.23,80.344006,45.23,Failed,Mobile App
REM0002835,CUST00868,2026-01-12,Nepal,5738.38,65.325062,53.59,Completed,Mobile App
REM0002836,CUST00580,2024-01-30,Egypt,2222.9,62.678721,47.45,Completed,Mobile App
REM0002837,CUST00264,2024-03-19,Nepal,2807.9,57.468771,64.42,Failed,Mobile App
REM0002838,CUST00357,2026-07-12,Philippines,855.09,53.260589,55.49,Pending,Mobile App
REM0002839,CUST00120,2025-03-06,Pakistan,4942.41,71.044348,69.88,Completed,Partner
REM0002840,CUST00250,2024-05-05,Nepal,2251.11,10.000428,36.46,Completed,Mobile App
REM0002841,CUST00528,2025-05-10,Jordan,5948.48,34.983554,56.35,Completed,Partner
REM0002842,CUST00467,2024-11-14,Sri Lanka,1403.25,63.857725,63.26,Completed,Branch
REM0002843,CUST00848,2024-07-27,Jordan,294.47,53.032174,24.44,Completed,Partner
REM0002844,CUST00085,2024-06-03,Egypt,2977.96,66.505818,38.46,Completed,Mobile App
REM0002845,CUST00185,2026-05-01,Bangladesh,4950.35,7.400473,24.81,Completed,Branch
REM0002846,CUST00913,2025-10-19,Egypt,3985.3,1.894621,10.4,Completed,Branch
REM0002847,CUST00799,2025-09-10,Nepal,3898.88,25.364205,51.34,Completed,Partner
REM0002848,CUST00380,2025-08-12,Egypt,1999.3,1.267677,70.86,Completed,Mobile App
REM0002849,CUST00564,2025-06-01,India,6768.49,80.520665,12.12,Completed,Partner
REM0002850,CUST00248,2025-12-02,Philippines,5380.71,39.309044,5.12,Completed,Branch
REM0002851,CUST00773,2024-07-03,Sri Lanka,3870.2,22.275737,55.1,Completed,Partner
REM0002852,CUST00678,2026-07-16,Bangladesh,5716.29,55.05436,6.57,Failed,Mobile App
REM0002853,CUST00527,2025-11-02,India,5132.4,32.25583,42.15,Completed,Mobile App
REM0002854,CUST00307,2024-07-17,India,3541.1,32.878487,66.96,Completed,Partner
REM0002855,CUST00447,2025-08-22,Sri Lanka,2353.66,52.303004,31.65,Completed,Mobile App
REM0002856,CUST00156,2024-07-12,Philippines,1256.28,73.26311,74.07,Completed,Branch
REM0002857,CUST00168,2026-05-16,Sri Lanka,6640.43,36.494627,45.04,Completed,Mobile App
REM0002858,CUST00992,2026-07-30,Jordan,1325.16,2.946599,23.23,Completed,Partner
REM0002859,CUST00682,2026-09-18,Nepal,5402.89,6.128439,55.63,Completed,Partner
REM0002860,CUST00626,2026-03-25,Egypt,250.69,37.450037,12.05,Completed,Partner
REM0002861,CUST00258,2026-07-16,Jordan,679.17,13.436742,17.94,Completed,Partner
REM0002862,CUST00403,2026-11-24,Nepal,6413.93,64.920673,12.84,Completed,Partner
REM0002863,CUST00946,2026-07-21,Pakistan,5044.0,55.054107,35.28,Completed,Mobile App
REM0002864,CUST00635,2025-03-28,Nepal,6454.65,79.420333,36.95,Completed,Mobile App
REM0002865,CUST00249,2026-05-21,Bangladesh,6123.29,69.443243,41.47,Failed,Branch
REM0002866,CUST00584,2024-05-16,Pakistan,6622.97,35.10298,53.34,Completed,Mobile App
REM0002867,CUST00623,2024-06-29,Sri Lanka,451.99,62.761802,67.2,Completed,Mobile App
REM0002868,CUST00521,2026-04-22,Philippines,6342.96,72.715861,5.25,Completed,Branch
REM0002869,CUST00109,2025-05-29,Philippines,6944.86,29.353799,31.87,Completed,Mobile App
REM0002870,CUST00638,2026-05-30,Pakistan,6486.57,48.529404,48.36,Completed,Branch
REM0002871,CUST00111,2025-07-27,Nepal,2606.63,49.252436,51.65,Completed,Mobile App
REM0002872,CUST00744,2026-11-16,Jordan,3068.59,80.578532,73.24,Completed,Partner
REM0002873,CUST00773,2025-08-27,Bangladesh,7125.46,41.36617,26.5,Completed,Mobile App
REM0002874,CUST00021,2024-05-06,Bangladesh,609.89,18.198719,28.63,Completed,Branch
REM0002875,CUST00644,2026-11-22,Bangladesh,4635.93,53.719283,57.69,Completed,Branch
REM0002876,CUST00875,2026-04-08,Egypt,4563.16,82.163169,56.63,Completed,Partner
REM0002877,CUST00451,2025-02-28,Sri Lanka,4593.73,55.646713,37.11,Completed,Mobile App
REM0002878,CUST00403,2025-03-04,Philippines,818.98,5.098743,63.32,Completed,Partner
REM0002879,CUST00221,2025-07-30,Egypt,1377.09,78.585178,13.06,Completed,Mobile App
REM0002880,CUST00631,2024-07-14,Philippines,3935.13,33.458237,36.13,Completed,Mobile App
REM0002881,CUST00983,2025-04-03,Sri Lanka,1900.78,41.080555,56.0,Completed,Branch
REM0002882,CUST00708,2026-12-04,Nepal,1258.35,21.27812,21.92,Completed,Mobile App
REM0002883,CUST00783,2025-11-27,Egypt,3563.11,14.287427,20.47,Completed,Branch
REM0002884,CUST00489,2025-08-30,Philippines,3945.87,67.255315,48.91,Completed,Branch
REM0002885,CUST00411,2025-09-03,Bangladesh,2860.2,12.768736,73.25,Completed,Partner
REM0002886,CUST00630,2025-07-02,Nepal,7460.46,20.13309,47.3,Completed,Branch
REM0002887,CUST00150,2024-04-21,Jordan,7580.85,23.298232,46.87,Completed,Partner
REM0002888,CUST00134,2024-04-09,Egypt,6897.8,43.439882,68.38,Completed,Branch
REM0002889,CUST00482,2025-06-11,Jordan,5706.56,76.274735,20.68,Completed,Branch
REM0002890,CUST00412,2025-06-06,Jordan,641.68,34.721344,9.96,Completed,Partner
REM0002891,CUST00042,2026-07-14,Philippines,1719.23,22.524584,37.52,Completed,Mobile App
REM0002892,CUST00138,2026-10-25,Philippines,7726.32,54.846278,31.47,Completed,Branch
REM0002893,CUST00595,2026-11-01,Philippines,3662.38,81.925372,16.48,Completed,Branch
REM0002894,CUST00627,2026-11-26,Nepal,6264.19,69.314629,59.66,Completed,Partner
REM0002895,CUST00491,2024-11-24,Philippines,6871.32,54.579627,74.56,Completed,Branch
REM0002896,CUST00349,2026-08-28,Nepal,1999.64,18.855297,42.75,Completed,Branch
REM0002897,CUST00949,2026-09-25,Nepal,1286.06,44.752833,69.4,Completed,Mobile App
REM0002898,CUST00221,2024-02-02,Sri Lanka,5408.2,45.657796,27.13,Failed,Partner
REM0002899,CUST00181,2025-04-16,Pakistan,1861.77,42.260204,8.07,Completed,Branch
REM0002900,CUST00834,2024-08-30,Pakistan,5758.46,32.141221,33.59,Completed,Partner
REM0002901,CUST00929,2025-09-05,Bangladesh,4375.78,52.410108,32.65,Completed,Branch
REM0002902,CUST00063,2025-04-08,Pakistan,2874.97,3.30672,37.15,Completed,Partner
REM0002903,CUST00138,2024-12-14,Philippines,1617.58,24.963812,39.77,Completed,Branch
REM0002904,CUST00310,2025-08-08,Sri Lanka,7036.75,15.604116,72.9,Completed,Partner
REM0002905,CUST00244,2024-01-01,Jordan,6296.92,7.594754,61.32,Completed,Mobile App
REM0002906,CUST00225,2026-09-08,Bangladesh,4506.0,66.348311,58.35,Completed,Partner
REM0002907,CUST00213,2024-06-30,Pakistan,6897.74,57.767197,27.99,Completed,Branch
REM0002908,CUST00869,2025-01-29,India,7049.53,50.396914,46.66,Completed,Branch
REM0002909,CUST00886,2024-03-08,Jordan,2874.23,46.317456,69.16,Completed,Mobile App
REM0002910,CUST00144,2024-06-29,Sri Lanka,1341.36,71.216165,32.99,Completed,Branch
REM0002911,CUST00787,2026-11-20,Egypt,2015.82,75.48029,67.31,Completed,Mobile App
REM0002912,CUST00746,2026-04-10,India,4537.4,13.718773,52.14,Completed,Branch
REM0002913,CUST00633,2026-02-28,Nepal,7300.96,52.88631,10.64,Completed,Partner
REM0002914,CUST00195,2024-09-28,Pakistan,7704.72,21.186459,30.88,Completed,Mobile App
REM0002915,CUST00838,2024-08-22,Philippines,6269.22,44.456874,20.15,Completed,Branch
REM0002916,CUST00904,2026-04-24,Pakistan,609.65,58.620226,30.24,Completed,Branch
REM0002917,CUST00508,2025-05-17,Nepal,7511.78,61.924935,59.73,Completed,Mobile App
REM0002918,CUST00901,2025-04-28,Egypt,534.72,45.541506,7.46,Completed,Branch
REM0002919,CUST00043,2024-12-04,Pakistan,3802.61,22.106581,7.36,Pending,Branch
REM0002920,CUST00689,2026-01-12,Jordan,4790.54,11.158806,69.05,Completed,Mobile App
REM0002921,CUST00287,2024-12-13,Jordan,3004.63,69.277668,57.9,Completed,Mobile App
REM0002922,CUST00914,2026-10-03,India,4951.35,30.868079,60.18,Completed,Branch
REM0002923,CUST00324,2025-02-09,Pakistan,554.14,67.75659,6.82,Completed,Mobile App
REM0002924,CUST00092,2026-10-28,Sri Lanka,658.73,26.070306,35.55,Completed,Partner
REM0002925,CUST00315,2026-12-15,India,7813.52,20.483515,10.94,Completed,Mobile App
REM0002926,CUST00150,2026-01-17,Jordan,400.47,34.427441,7.95,Completed,Partner
REM0002927,CUST00422,2026-07-05,Sri Lanka,5928.98,27.177243,43.03,Completed,Mobile App
REM0002928,CUST00193,2025-03-16,Nepal,2302.89,62.657247,25.67,Failed,Mobile App
REM0002929,CUST00365,2025-05-23,Pakistan,7139.45,75.939088,69.2,Completed,Partner
REM0002930,CUST00173,2024-11-16,Bangladesh,4888.34,59.584373,12.27,Completed,Mobile App
REM0002931,CUST00667,2026-05-22,Sri Lanka,6087.8,59.972748,41.05,Completed,Mobile App
REM0002932,CUST00970,2024-09-17,Philippines,3356.3,67.044357,69.19,Completed,Partner
REM0002933,CUST00093,2025-04-08,Pakistan,671.41,84.405832,40.68,Pending,Mobile App
REM0002934,CUST00969,2025-12-30,Sri Lanka,4224.9,2.009451,58.51,Completed,Partner
REM0002935,CUST00417,2026-06-05,Egypt,4179.1,15.635322,11.92,Completed,Branch
REM0002936,CUST00783,2026-11-27,Bangladesh,2215.54,51.887081,66.11,Completed,Partner
REM0002937,CUST00980,2024-05-02,India,4351.71,82.190491,46.7,Completed,Partner
REM0002938,CUST00779,2024-09-28,Egypt,7886.95,22.230831,60.2,Completed,Mobile App
REM0002939,CUST00843,2026-09-08,Philippines,1984.03,30.258833,15.28,Completed,Partner
REM0002940,CUST00588,2026-01-27,Bangladesh,2074.94,60.541391,41.45,Completed,Mobile App
REM0002941,CUST00942,2024-08-31,Egypt,7544.21,1.043746,10.25,Completed,Branch
REM0002942,CUST00954,2024-06-08,Egypt,7647.83,44.835496,23.45,Completed,Partner
REM0002943,CUST00760,2025-09-06,Egypt,1970.5,29.547467,13.78,Completed,Mobile App
REM0002944,CUST00408,2024-02-20,India,5564.64,40.944612,43.69,Completed,Mobile App
REM0002945,CUST00516,2026-02-23,Egypt,5157.63,52.397841,61.0,Completed,Mobile App
REM0002946,CUST00768,2024-05-05,Egypt,1465.09,54.422706,66.39,Completed,Mobile App
REM0002947,CUST00002,2025-05-15,Philippines,5207.08,52.102632,70.44,Completed,Mobile App
REM0002948,CUST00856,2026-11-30,Nepal,1161.11,13.198008,25.02,Pending,Mobile App
REM0002949,CUST00867,2024-06-28,Philippines,1996.64,58.776468,14.25,Completed,Branch
REM0002950,CUST00946,2025-10-10,Philippines,1402.98,62.234185,39.38,Completed,Mobile App
REM0002951,CUST00647,2024-02-04,India,4120.42,77.626129,44.78,Pending,Branch
REM0002952,CUST00926,2026-10-28,Philippines,4142.51,69.290461,11.82,Failed,Branch
REM0002953,CUST00079,2025-04-27,Jordan,4215.78,16.318555,29.0,Completed,Partner
REM0002954,CUST00811,2025-09-28,Nepal,6388.71,84.043694,26.98,Completed,Mobile App
REM0002955,CUST00963,2024-02-23,Sri Lanka,5343.24,44.376582,38.56,Completed,Mobile App
REM0002956,CUST00791,2025-10-31,India,3871.04,45.559096,71.51,Completed,Mobile App
REM0002957,CUST00950,2026-03-20,Jordan,6517.02,23.170896,67.24,Completed,Branch
REM0002958,CUST00865,2025-11-26,Pakistan,3224.21,63.685959,25.43,Failed,Branch
REM0002959,CUST00216,2024-09-05,Nepal,3849.81,75.804041,72.37,Completed,Partner
REM0002960,CUST00342,2026-11-18,Egypt,2364.04,33.642389,9.65,Completed,Mobile App
REM0002961,CUST00689,2025-11-27,Philippines,7850.38,28.457252,65.13,Completed,Partner
REM0002962,CUST00680,2026-06-04,Egypt,3009.95,9.587287,40.68,Completed,Mobile App
REM0002963,CUST00530,2024-03-31,Nepal,5998.37,66.793121,28.92,Completed,Branch
REM0002964,CUST00868,2024-12-27,Egypt,6313.41,45.873603,47.76,Completed,Mobile App
REM0002965,CUST00093,2025-06-12,Jordan,2859.85,82.688173,18.64,Completed,Partner
REM0002966,CUST00120,2025-02-14,Nepal,7932.83,18.072828,6.47,Completed,Mobile App
REM0002967,CUST00334,2024-08-16,Jordan,5011.47,53.821255,68.3,Completed,Mobile App
REM0002968,CUST00935,2026-01-28,Nepal,4968.33,34.402993,60.44,Failed,Mobile App
REM0002969,CUST00390,2024-01-15,Egypt,899.54,12.656575,45.23,Completed,Partner
REM0002970,CUST00818,2026-01-17,Egypt,1866.46,29.874986,20.24,Completed,Branch
REM0002971,CUST00553,2024-07-13,Bangladesh,7585.74,21.199554,71.65,Completed,Branch
REM0002972,CUST00109,2025-11-15,India,4260.02,73.741937,25.34,Completed,Branch
REM0002973,CUST00968,2026-08-29,India,3500.95,48.179307,58.44,Completed,Mobile App
REM0002974,CUST00967,2024-04-10,Pakistan,4672.52,61.224634,47.49,Completed,Partner
REM0002975,CUST00733,2025-02-05,India,4962.48,64.378575,11.14,Completed,Branch
REM0002976,CUST00060,2025-07-20,Jordan,5139.4,49.421495,6.68,Completed,Partner
REM0002977,CUST00210,2026-11-30,Bangladesh,2243.0,26.482945,47.27,Completed,Partner
