employment_id,customer_id,employment_status,employer_name,job_title,industry,monthly_income,salary_transfer_bank,length_of_employment_months,source_of_funds,source_of_wealth,monthly_liabilities
EMP000231,CUST00231,Employed,Metro Group,Software Developer,Hospitality,36735.98,Mashreq,132,Salary,Employment Income,14706.83
EMP000232,CUST00232,Employed,Global Trading,Technician,Education,33730.6,ADIB,171,Salary,Employment Income,12494.09
EMP000233,CUST00233,Employed,Emirates Services,Engineer,Education,8365.29,Emirates NBD,44,Salary,Employment Income,1131.91
EMP000234,CUST00234,Unemployed,,Unemployed,,1182.41,,0,Business Income,Investments,137.44
EMP000235,CUST00235,Employed,Al Noor Trading,Nurse,Banking,41643.0,FAB,102,Salary,Employment Income,7684.91
EMP000236,CUST00236,Employed,Metro LLC,Teacher,Government,7311.52,Emirates NBD,34,Salary,Employment Income,3187.31
EMP000237,CUST00237,Employed,Global Services,Business Owner,Real Estate,42446.66,ADCB,12,Salary,Employment Income,10218.23
EMP000238,CUST00238,Employed,Al Noor Holdings,Driver,Construction,31846.01,Dubai Islamic Bank,37,Salary,Employment Income,7227.18
EMP000239,CUST00239,Student,,Student,Education,3099.99,,0,Family Support,Family Support,298.54
EMP000240,CUST00240,Employed,Emirates Group,Nurse,Healthcare,12457.4,ADCB,166,Salary,Employment Income,5579.82
EMP000241,CUST00241,Employed,Emirates LLC,Business Owner,Healthcare,33987.77,Dubai Islamic Bank,110,Salary,Employment Income,12164.04
EMP000242,CUST00242,Employed,Al Noor Trading,Accountant,Banking,7272.28,ADCB,100,Salary,Employment Income,367.73
EMP000243,CUST00243,Employed,Al Noor Services,Nurse,Government,10770.5,Mashreq,148,Salary,Employment Income,3409.87
EMP000244,CUST00244,Employed,Al Noor Services,Technician,Retail,36393.03,FAB,94,Salary,Employment Income,8754.75
EMP000245,CUST00245,Employed,Emirates Trading,Business Owner,Real Estate,5080.17,Dubai Islamic Bank,52,Salary,Employment Income,387.1
EMP000246,CUST00246,Employed,Metro Group,Accountant,Logistics,5243.17,Dubai Islamic Bank,56,Salary,Employment Income,2026.58
EMP000247,CUST00247,Employed,Emirates Trading,Engineer,Real Estate,38849.63,Mashreq,52,Salary,Employment Income,15758.78
EMP000248,CUST00248,Employed,Al Noor Holdings,Driver,Banking,7511.03,ADCB,178,Salary,Employment Income,2449.58
EMP000249,CUST00249,Employed,Metro Trading,Business Owner,Construction,44905.03,Mashreq,142,Salary,Employment Income,15109.32
EMP000250,CUST00250,Employed,Emirates Services,Accountant,Government,6410.48,ADIB,163,Salary,Employment Income,1545.15
EMP000251,CUST00251,Student,,Student,Education,5718.84,,0,Family Support,Family Support,138.67
EMP000252,CUST00252,Employed,Al Noor Group,Engineer,Healthcare,34855.97,Dubai Islamic Bank,167,Salary,Employment Income,11497.96
EMP000253,CUST00253,Employed,Emirates Services,Teacher,Retail,35669.46,FAB,161,Salary,Employment Income,14723.4
EMP000254,CUST00254,Student,,Student,Education,3580.47,,0,Family Support,Family Support,332.67
EMP000255,CUST00255,Employed,Prime Holdings,Accountant,Healthcare,22870.01,ADCB,53,Salary,Employment Income,1269.38
EMP000256,CUST00256,Student,,Student,Education,3628.87,,0,Family Support,Family Support,41.14
EMP000257,CUST00257,Employed,Metro Group,Sales Executive,Logistics,4124.03,FAB,6,Salary,Employment Income,485.48
EMP000258,CUST00258,Self-Employed,Self-Employed,Business Owner,Healthcare,24619.58,Emirates NBD,18,Business Income,Business Ownership,7377.65
EMP000259,CUST00259,Employed,Global Group,Business Owner,Logistics,21351.07,FAB,90,Salary,Employment Income,6898.72
EMP000260,CUST00260,Employed,Metro Group,Software Developer,Retail,44626.56,FAB,88,Salary,Employment Income,3000.59
EMP000261,CUST00261,Employed,Emirates Services,Manager,Technology,41258.0,Dubai Islamic Bank,77,Salary,Employment Income,13238.12
EMP000262,CUST00262,Employed,Prime Group,Sales Executive,Government,11297.24,Emirates NBD,76,Salary,Employment Income,4031.63
EMP000263,CUST00263,Employed,Emirates Holdings,Nurse,Hospitality,16647.04,Emirates NBD,177,Salary,Employment Income,7187.73
EMP000264,CUST00264,Employed,Gulf LLC,Manager,Education,20456.01,ADIB,52,Salary,Employment Income,8624.8
EMP000265,CUST00265,Employed,Metro Group,Sales Executive,Technology,12248.79,ADIB,99,Salary,Employment Income,2812.97
EMP000266,CUST00266,Unemployed,,Unemployed,,1324.86,,0,Family Support,Employment Income,211.8
EMP000267,CUST00267,Employed,Gulf Trading,Manager,Technology,29444.36,Mashreq,167,Salary,Employment Income,3253.44
EMP000268,CUST00268,Employed,Metro LLC,Software Developer,Healthcare,42934.32,ADIB,151,Salary,Employment Income,9875.18
EMP000269,CUST00269,Employed,Prime LLC,Accountant,Retail,16998.27,ADCB,74,Salary,Employment Income,4759.45
EMP000270,CUST00270,Student,,Student,Education,1547.57,,0,Family Support,Family Support,229.21
EMP000271,CUST00271,Employed,Metro Services,Nurse,Healthcare,31469.78,Mashreq,142,Salary,Employment Income,1757.15
EMP000272,CUST00272,Employed,Prime Holdings,Teacher,Technology,16001.74,FAB,20,Salary,Employment Income,5932.17
EMP000273,CUST00273,Self-Employed,Self-Employed,Business Owner,Real Estate,30516.0,ADCB,116,Business Income,Business Ownership,15409.69
EMP000274,CUST00274,Student,,Student,Education,1697.81,,0,Family Support,Family Support,17.04
EMP000275,CUST00275,Unemployed,,Unemployed,,2332.3,,0,Business Income,Business Ownership,328.59
EMP000276,CUST00276,Employed,Prime Trading,Engineer,Hospitality,18033.87,Mashreq,126,Salary,Employment Income,8044.73
EMP000277,CUST00277,Unemployed,,Unemployed,,462.9,,0,Business Income,Savings,3.73
EMP000278,CUST00278,Self-Employed,Self-Employed,Business Owner,Government,35843.59,Dubai Islamic Bank,95,Business Income,Business Ownership,16289.2
EMP000279,CUST00279,Employed,Global Group,Engineer,Hospitality,13599.27,Mashreq,100,Salary,Employment Income,787.24
EMP000280,CUST00280,Employed,Gulf Group,Technician,Government,36163.7,ADCB,107,Salary,Employment Income,11259.4
EMP000281,CUST00281,Employed,Gulf Services,Nurse,Retail,43102.97,ADCB,166,Salary,Employment Income,9149.25
EMP000282,CUST00282,Employed,Metro Group,Manager,Government,9125.4,FAB,160,Salary,Employment Income,3705.0
EMP000283,CUST00283,Employed,Global LLC,Accountant,Logistics,39223.73,Emirates NBD,112,Salary,Employment Income,2651.16
EMP000284,CUST00284,Employed,Gulf Group,Teacher,Healthcare,42484.3,Mashreq,11,Salary,Employment Income,18996.7
EMP000285,CUST00285,Self-Employed,Self-Employed,Business Owner,Retail,53195.11,ADIB,228,Business Income,Business Ownership,21129.86
EMP000286,CUST00286,Unemployed,,Unemployed,,2675.21,,0,Investment Income,Business Ownership,311.01
EMP000287,CUST00287,Employed,Global LLC,Teacher,Government,31073.02,ADIB,120,Salary,Employment Income,6981.03
EMP000288,CUST00288,Student,,Student,Education,5532.73,,0,Family Support,Family Support,987.08
EMP000289,CUST00289,Employed,Gulf Group,Nurse,Hospitality,36799.62,Dubai Islamic Bank,114,Salary,Employment Income,8156.01
EMP000290,CUST00290,Employed,Metro LLC,Nurse,Retail,15909.27,FAB,46,Salary,Employment Income,3907.53
EMP000291,CUST00291,Employed,Gulf Group,Sales Executive,Real Estate,13588.53,Dubai Islamic Bank,131,Salary,Employment Income,3234.75
EMP000292,CUST00292,Employed,Global Holdings,Engineer,Retail,33060.88,ADIB,44,Salary,Employment Income,3456.22
EMP000293,CUST00293,Employed,Metro Holdings,Engineer,Retail,27625.91,FAB,147,Salary,Employment Income,10061.14
EMP000294,CUST00294,Employed,Gulf Services,Engineer,Banking,32645.74,FAB,72,Salary,Employment Income,14012.53
EMP000295,CUST00295,Employed,Prime LLC,Technician,Retail,36003.21,FAB,173,Salary,Employment Income,5629.73
EMP000296,CUST00296,Self-Employed,Self-Employed,Business Owner,Technology,36273.54,Mashreq,7,Business Income,Business Ownership,8470.43
EMP000297,CUST00297,Employed,Emirates Holdings,Sales Executive,Retail,28152.96,Mashreq,178,Salary,Employment Income,10628.22
EMP000298,CUST00298,Employed,Prime LLC,Technician,Technology,22047.02,FAB,124,Salary,Employment Income,7448.16
EMP000299,CUST00299,Employed,Prime LLC,Accountant,Government,39314.44,FAB,35,Salary,Employment Income,2098.14
EMP000300,CUST00300,Employed,Global Services,Software Developer,Technology,42061.35,FAB,87,Salary,Employment Income,16916.47
EMP000301,CUST00301,Student,,Student,Education,1353.05,,0,Family Support,Family Support,98.44
EMP000302,CUST00302,Employed,Metro LLC,Business Owner,Construction,29551.41,Dubai Islamic Bank,145,Salary,Employment Income,7402.97
EMP000303,CUST00303,Unemployed,,Unemployed,,1404.06,,0,Investment Income,Employment Income,59.7
EMP000304,CUST00304,Employed,Global Holdings,Driver,Banking,7157.2,Mashreq,158,Salary,Employment Income,845.03
EMP000305,CUST00305,Self-Employed,Self-Employed,Business Owner,Healthcare,36447.03,ADIB,140,Business Income,Business Ownership,10726.64
EMP000306,CUST00306,Employed,Prime LLC,Engineer,Education,5422.74,Mashreq,113,Salary,Employment Income,709.66
EMP000307,CUST00307,Employed,Gulf Group,Teacher,Banking,10651.31,ADCB,25,Salary,Employment Income,2850.23
EMP000308,CUST00308,Employed,Emirates Services,Accountant,Retail,27233.49,Emirates NBD,31,Salary,Employment Income,10086.97
EMP000309,CUST00309,Employed,Prime Group,Nurse,Government,31411.94,Dubai Islamic Bank,85,Salary,Employment Income,5882.05
EMP000310,CUST00310,Employed,Global Group,Driver,Construction,19232.76,Dubai Islamic Bank,103,Salary,Employment Income,1764.35
EMP000311,CUST00311,Employed,Metro LLC,Nurse,Hospitality,11907.15,Mashreq,136,Salary,Employment Income,1600.9
EMP000312,CUST00312,Employed,Metro Holdings,Teacher,Government,22575.74,Mashreq,25,Salary,Employment Income,7059.26
EMP000313,CUST00313,Employed,Prime Holdings,Manager,Healthcare,43724.05,ADIB,55,Salary,Employment Income,16315.81
EMP000314,CUST00314,Employed,Al Noor Holdings,Manager,Education,37030.17,Emirates NBD,121,Salary,Employment Income,11528.62
EMP000315,CUST00315,Student,,Student,Education,2635.1,,0,Family Support,Family Support,359.7
EMP000316,CUST00316,Student,,Student,Education,4462.5,,0,Family Support,Family Support,535.51
EMP000317,CUST00317,Self-Employed,Self-Employed,Business Owner,Technology,69570.72,ADCB,73,Business Income,Business Ownership,33903.22
EMP000318,CUST00318,Student,,Student,Education,2532.59,,0,Family Support,Family Support,238.33
EMP000319,CUST00319,Employed,Emirates LLC,Business Owner,Education,10892.95,ADCB,113,Salary,Employment Income,2833.09
EMP000320,CUST00320,Employed,Metro LLC,Teacher,Technology,8793.83,Mashreq,147,Salary,Employment Income,2996.54
EMP000321,CUST00321,Employed,Gulf Trading,Engineer,Logistics,44450.73,Emirates NBD,158,Salary,Employment Income,15717.82
EMP000322,CUST00322,Employed,Al Noor Services,Accountant,Healthcare,44869.13,Dubai Islamic Bank,172,Salary,Employment Income,10395.22
EMP000323,CUST00323,Employed,Al Noor Trading,Software Developer,Banking,9272.85,ADIB,73,Salary,Employment Income,3798.3
EMP000324,CUST00324,Self-Employed,Self-Employed,Business Owner,Education,31109.52,ADIB,75,Business Income,Business Ownership,8949.67
EMP000325,CUST00325,Employed,Prime Group,Manager,Technology,5461.7,ADCB,164,Salary,Employment Income,2003.33
EMP000326,CUST00326,Employed,Al Noor Trading,Business Owner,Construction,44401.86,FAB,51,Salary,Employment Income,15217.28
EMP000327,CUST00327,Employed,Global Holdings,Sales Executive,Education,17244.34,Emirates NBD,63,Salary,Employment Income,1232.31
EMP000328,CUST00328,Employed,Metro Holdings,Nurse,Retail,16848.14,ADIB,73,Salary,Employment Income,6867.09
EMP000329,CUST00329,Employed,Metro Group,Teacher,Hospitality,40249.96,Emirates NBD,127,Salary,Employment Income,6520.81
EMP000330,CUST00330,Employed,Metro Services,Teacher,Construction,43145.28,Dubai Islamic Bank,16,Salary,Employment Income,16912.41
EMP000331,CUST00331,Employed,Metro LLC,Accountant,Construction,40160.8,FAB,72,Salary,Employment Income,2070.84
EMP000332,CUST00332,Student,,Student,Education,2011.06,,0,Family Support,Family Support,9.67
EMP000333,CUST00333,Employed,Gulf Holdings,Engineer,Healthcare,23190.35,ADIB,87,Salary,Employment Income,7676.97
EMP000334,CUST00334,Employed,Prime LLC,Teacher,Logistics,42073.25,Mashreq,93,Salary,Employment Income,7878.6
EMP000335,CUST00335,Employed,Emirates LLC,Driver,Logistics,6659.74,ADCB,89,Salary,Employment Income,1186.74
EMP000336,CUST00336,Employed,Prime Trading,Engineer,Technology,8376.31,Mashreq,112,Salary,Employment Income,773.14
EMP000337,CUST00337,Student,,Student,Education,2235.32,,0,Family Support,Family Support,97.08
EMP000338,CUST00338,Self-Employed,Self-Employed,Business Owner,Construction,53933.45,Dubai Islamic Bank,74,Business Income,Business Ownership,9743.32
EMP000339,CUST00339,Employed,Gulf Group,Accountant,Retail,38123.02,ADCB,68,Salary,Employment Income,14570.72
EMP000340,CUST00340,Employed,Gulf LLC,Engineer,Logistics,14232.0,Dubai Islamic Bank,141,Salary,Employment Income,6247.47
EMP000341,CUST00341,Employed,Emirates Group,Technician,Logistics,17553.06,ADCB,58,Salary,Employment Income,5826.6
EMP000342,CUST00342,Self-Employed,Self-Employed,Business Owner,Construction,11401.86,Dubai Islamic Bank,227,Business Income,Business Ownership,4237.53
EMP000343,CUST00343,Employed,Gulf Holdings,Sales Executive,Construction,22446.81,Mashreq,91,Salary,Employment Income,6504.68
EMP000344,CUST00344,Employed,Al Noor LLC,Sales Executive,Education,36288.01,ADCB,24,Salary,Employment Income,13278.08
EMP000345,CUST00345,Employed,Emirates Services,Accountant,Technology,42556.91,ADIB,175,Salary,Employment Income,7663.69
EMP000346,CUST00346,Employed,Al Noor Group,Teacher,Technology,4158.07,FAB,58,Salary,Employment Income,860.38
EMP000347,CUST00347,Employed,Emirates Holdings,Manager,Real Estate,12620.88,Emirates NBD,67,Salary,Employment Income,1374.94
EMP000348,CUST00348,Employed,Global Trading,Accountant,Logistics,44203.76,ADIB,41,Salary,Employment Income,5130.29
EMP000349,CUST00349,Student,,Student,Education,3207.18,,0,Family Support,Family Support,460.42
EMP000350,CUST00350,Employed,Metro Trading,Business Owner,Logistics,10445.63,Dubai Islamic Bank,84,Salary,Employment Income,3316.09
EMP000351,CUST00351,Employed,Emirates Services,Business Owner,Hospitality,28664.98,ADCB,13,Salary,Employment Income,1596.81
EMP000352,CUST00352,Employed,Global LLC,Teacher,Construction,40880.01,FAB,134,Salary,Employment Income,13995.42
EMP000353,CUST00353,Employed,Prime Group,Nurse,Technology,43250.94,FAB,144,Salary,Employment Income,9310.85
EMP000354,CUST00354,Employed,Al Noor LLC,Accountant,Healthcare,26662.34,FAB,73,Salary,Employment Income,9901.6
EMP000355,CUST00355,Employed,Global Group,Manager,Hospitality,13028.99,ADIB,174,Salary,Employment Income,2804.41
EMP000356,CUST00356,Student,,Student,Education,2425.23,,0,Family Support,Family Support,398.86
EMP000357,CUST00357,Employed,Prime Services,Driver,Retail,16164.14,Mashreq,83,Salary,Employment Income,4009.23
EMP000358,CUST00358,Employed,Gulf Holdings,Driver,Retail,44512.56,ADIB,130,Salary,Employment Income,9274.34
EMP000359,CUST00359,Employed,Metro Group,Software Developer,Technology,18717.99,FAB,108,Salary,Employment Income,1030.29
EMP000360,CUST00360,Self-Employed,Self-Employed,Business Owner,Healthcare,47355.63,ADIB,62,Business Income,Business Ownership,14276.14
EMP000361,CUST00361,Employed,Prime Group,Business Owner,Education,11475.87,ADIB,38,Salary,Employment Income,979.01
EMP000362,CUST00362,Employed,Emirates Group,Sales Executive,Education,11544.48,FAB,93,Salary,Employment Income,2793.57
EMP000363,CUST00363,Employed,Global Services,Technician,Construction,19098.91,ADCB,127,Salary,Employment Income,3984.02
EMP000364,CUST00364,Employed,Emirates LLC,Nurse,Healthcare,6873.55,Emirates NBD,50,Salary,Employment Income,2045.09
EMP000365,CUST00365,Employed,Emirates LLC,Engineer,Construction,26350.05,Dubai Islamic Bank,146,Salary,Employment Income,2822.02
EMP000366,CUST00366,Employed,Al Noor Services,Nurse,Healthcare,35945.69,Dubai Islamic Bank,42,Salary,Employment Income,4186.89
EMP000367,CUST00367,Employed,Global Group,Software Developer,Technology,5350.43,ADCB,145,Salary,Employment Income,824.61
EMP000368,CUST00368,Employed,Global Holdings,Driver,Healthcare,21733.23,Dubai Islamic Bank,16,Salary,Employment Income,9094.47
EMP000369,CUST00369,Employed,Global Group,Technician,Technology,42287.1,Mashreq,178,Salary,Employment Income,12664.18
EMP000370,CUST00370,Employed,Metro Services,Nurse,Education,44056.59,Mashreq,113,Salary,Employment Income,19482.57
EMP000371,CUST00371,Employed,Metro Services,Manager,Banking,16652.91,ADIB,147,Salary,Employment Income,5054.38
EMP000372,CUST00372,Employed,Emirates Group,Accountant,Government,20747.46,FAB,88,Salary,Employment Income,5844.82
EMP000373,CUST00373,Employed,Emirates Holdings,Technician,Construction,29961.68,Mashreq,100,Salary,Employment Income,8276.2
EMP000374,CUST00374,Student,,Student,Education,2053.58,,0,Family Support,Family Support,375.03
EMP000375,CUST00375,Employed,Emirates LLC,Teacher,Education,22364.96,ADIB,108,Salary,Employment Income,9364.76
EMP000376,CUST00376,Self-Employed,Self-Employed,Business Owner,Construction,45161.52,Mashreq,20,Business Income,Business Ownership,19304.07
EMP000377,CUST00377,Employed,Global Services,Nurse,Education,11250.27,Mashreq,109,Salary,Employment Income,2352.47
EMP000378,CUST00378,Employed,Al Noor Holdings,Manager,Retail,8105.33,Dubai Islamic Bank,15,Salary,Employment Income,3583.6
EMP000379,CUST00379,Student,,Student,Education,2979.28,,0,Family Support,Family Support,299.21
EMP000380,CUST00380,Employed,Global Holdings,Business Owner,Logistics,35067.81,Dubai Islamic Bank,46,Salary,Employment Income,5566.51
EMP000381,CUST00381,Employed,Al Noor Trading,Teacher,Real Estate,40659.47,FAB,24,Salary,Employment Income,10492.44
EMP000382,CUST00382,Employed,Prime Trading,Teacher,Education,32998.33,FAB,15,Salary,Employment Income,12870.59
EMP000383,CUST00383,Unemployed,,Unemployed,,683.57,,0,Business Income,Savings,111.65
EMP000384,CUST00384,Employed,Metro Services,Nurse,Logistics,8973.51,Mashreq,152,Salary,Employment Income,693.17
EMP000385,CUST00385,Employed,Emirates LLC,Technician,Real Estate,38135.73,ADCB,164,Salary,Employment Income,16699.35
EMP000386,CUST00386,Employed,Global Services,Engineer,Banking,4096.7,Emirates NBD,101,Salary,Employment Income,557.25
EMP000387,CUST00387,Employed,Gulf Trading,Engineer,Healthcare,19049.61,Dubai Islamic Bank,28,Salary,Employment Income,3724.67
EMP000388,CUST00388,Employed,Emirates LLC,Teacher,Retail,42055.41,FAB,4,Salary,Employment Income,12089.2
EMP000389,CUST00389,Employed,Gulf Services,Teacher,Retail,10886.42,Dubai Islamic Bank,155,Salary,Employment Income,4529.36
EMP000390,CUST00390,Employed,Gulf Services,Software Developer,Hospitality,5433.54,Dubai Islamic Bank,7,Salary,Employment Income,2222.46
EMP000391,CUST00391,Student,,Student,Education,1488.42,,0,Family Support,Family Support,230.19
EMP000392,CUST00392,Employed,Metro Trading,Accountant,Banking,17128.2,ADIB,29,Salary,Employment Income,5351.93
EMP000393,CUST00393,Employed,Gulf LLC,Manager,Hospitality,34824.47,ADCB,47,Salary,Employment Income,14821.45
EMP000394,CUST00394,Self-Employed,Self-Employed,Business Owner,Education,40364.75,ADCB,206,Business Income,Business Ownership,19727.9
EMP000395,CUST00395,Student,,Student,Education,3404.8,,0,Family Support,Family Support,253.81
EMP000396,CUST00396,Employed,Prime Group,Manager,Real Estate,15671.81,Emirates NBD,32,Salary,Employment Income,3699.78
EMP000397,CUST00397,Employed,Global Holdings,Technician,Banking,40814.28,ADCB,126,Salary,Employment Income,4336.62
EMP000398,CUST00398,Unemployed,,Unemployed,,2718.34,,0,Investment Income,Savings,37.99
EMP000399,CUST00399,Employed,Global Holdings,Accountant,Government,44641.81,ADIB,54,Salary,Employment Income,7286.12
EMP000400,CUST00400,Employed,Emirates Services,Engineer,Retail,30302.01,Mashreq,173,Salary,Employment Income,9772.56
EMP000401,CUST00401,Employed,Global Services,Engineer,Education,39305.96,ADIB,22,Salary,Employment Income,10555.76
EMP000402,CUST00402,Employed,Al Noor Services,Technician,Technology,34177.13,ADCB,95,Salary,Employment Income,3726.07
EMP000403,CUST00403,Student,,Student,Education,5420.28,,0,Family Support,Family Support,95.68
EMP000404,CUST00404,Employed,Metro Group,Nurse,Construction,21902.77,Dubai Islamic Bank,58,Salary,Employment Income,2562.32
EMP000405,CUST00405,Employed,Gulf Trading,Manager,Logistics,31864.96,Dubai Islamic Bank,31,Salary,Employment Income,3032.78
EMP000406,CUST00406,Employed,Global Holdings,Manager,Construction,41843.3,Dubai Islamic Bank,4,Salary,Employment Income,5096.82
EMP000407,CUST00407,Employed,Prime Group,Engineer,Technology,11740.88,Mashreq,62,Salary,Employment Income,4248.85
EMP000408,CUST00408,Employed,Metro Group,Sales Executive,Logistics,5672.63,ADIB,89,Salary,Employment Income,757.22
EMP000409,CUST00409,Student,,Student,Education,2414.57,,0,Family Support,Family Support,325.34
EMP000410,CUST00410,Employed,Metro Holdings,Nurse,Retail,12092.84,Emirates NBD,173,Salary,Employment Income,2262.41
EMP000411,CUST00411,Employed,Gulf Holdings,Nurse,Government,36609.99,FAB,44,Salary,Employment Income,9851.73
EMP000412,CUST00412,Employed,Gulf Services,Technician,Government,24064.92,FAB,114,Salary,Employment Income,5554.99
EMP000413,CUST00413,Employed,Metro Services,Accountant,Logistics,34087.3,Mashreq,72,Salary,Employment Income,10701.77
EMP000414,CUST00414,Self-Employed,Self-Employed,Business Owner,Government,28403.78,ADCB,88,Business Income,Business Ownership,7028.6
EMP000415,CUST00415,Student,,Student,Education,1421.05,,0,Family Support,Family Support,256.58
EMP000416,CUST00416,Employed,Metro LLC,Teacher,Construction,22637.06,Dubai Islamic Bank,50,Salary,Employment Income,6245.18
EMP000417,CUST00417,Employed,Emirates Services,Accountant,Hospitality,32273.8,Emirates NBD,26,Salary,Employment Income,11313.99
EMP000418,CUST00418,Employed,Gulf LLC,Teacher,Technology,11924.38,Dubai Islamic Bank,10,Salary,Employment Income,944.39
EMP000419,CUST00419,Employed,Gulf Services,Nurse,Banking,5621.15,Mashreq,83,Salary,Employment Income,425.44
EMP000420,CUST00420,Employed,Al Noor LLC,Sales Executive,Retail,30159.51,Mashreq,15,Salary,Employment Income,9570.14
EMP000421,CUST00421,Employed,Prime Holdings,Manager,Government,18417.39,Dubai Islamic Bank,106,Salary,Employment Income,7935.16
EMP000422,CUST00422,Employed,Al Noor Trading,Technician,Real Estate,7672.16,Emirates NBD,81,Salary,Employment Income,2331.48
EMP000423,CUST00423,Employed,Emirates Holdings,Business Owner,Retail,7290.25,Dubai Islamic Bank,18,Salary,Employment Income,3029.58
EMP000424,CUST00424,Employed,Al Noor Group,Manager,Logistics,34875.61,ADIB,105,Salary,Employment Income,8226.77
EMP000425,CUST00425,Employed,Al Noor Services,Nurse,Real Estate,6920.29,Mashreq,10,Salary,Employment Income,612.95
EMP000426,CUST00426,Employed,Gulf LLC,Manager,Education,10284.42,FAB,22,Salary,Employment Income,4348.2
EMP000427,CUST00427,Employed,Gulf Services,Engineer,Healthcare,42852.82,Dubai Islamic Bank,4,Salary,Employment Income,6455.05
EMP000428,CUST00428,Unemployed,,Unemployed,,2871.76,,0,Investment Income,Investments,434.9
EMP000429,CUST00429,Employed,Emirates Group,Teacher,Construction,22878.4,Emirates NBD,161,Salary,Employment Income,9539.43
EMP000430,CUST00430,Employed,Emirates Holdings,Nurse,Government,30417.65,Dubai Islamic Bank,145,Salary,Employment Income,7291.74
EMP000431,CUST00431,Employed,Prime Services,Technician,Construction,33058.9,Dubai Islamic Bank,158,Salary,Employment Income,13242.17
EMP000432,CUST00432,Employed,Al Noor LLC,Accountant,Construction,29773.44,ADIB,68,Salary,Employment Income,1846.11
EMP000433,CUST00433,Self-Employed,Self-Employed,Business Owner,Government,22288.74,Mashreq,176,Business Income,Business Ownership,6478.44
EMP000434,CUST00434,Employed,Al Noor LLC,Nurse,Government,36796.31,FAB,71,Salary,Employment Income,3831.46
EMP000435,CUST00435,Employed,Emirates Group,Manager,Hospitality,28006.98,ADCB,64,Salary,Employment Income,8153.51
EMP000436,CUST00436,Employed,Global LLC,Manager,Construction,26667.14,ADCB,124,Salary,Employment Income,3988.64
EMP000437,CUST00437,Unemployed,,Unemployed,,2599.56,,0,Business Income,Employment Income,697.95
EMP000438,CUST00438,Student,,Student,Education,4153.84,,0,Family Support,Family Support,46.96
EMP000439,CUST00439,Employed,Emirates Group,Accountant,Retail,21389.2,FAB,179,Salary,Employment Income,8577.3
EMP000440,CUST00440,Employed,Emirates Group,Driver,Construction,20332.66,Mashreq,57,Salary,Employment Income,4279.22
EMP000441,CUST00441,Self-Employed,Self-Employed,Business Owner,Technology,40275.28,ADCB,233,Business Income,Business Ownership,7963.11
EMP000442,CUST00442,Employed,Al Noor Group,Driver,Hospitality,5318.34,ADIB,33,Salary,Employment Income,1840.56
EMP000443,CUST00443,Student,,Student,Education,5716.48,,0,Family Support,Family Support,232.53
EMP000444,CUST00444,Student,,Student,Education,5670.08,,0,Family Support,Family Support,95.32
EMP000445,CUST00445,Employed,Metro Group,Nurse,Real Estate,17920.89,FAB,125,Salary,Employment Income,5494.87
EMP000446,CUST00446,Employed,Global Holdings,Business Owner,Education,37331.0,ADCB,163,Salary,Employment Income,13338.75
EMP000447,CUST00447,Employed,Al Noor Trading,Engineer,Real Estate,24732.35,Emirates NBD,34,Salary,Employment Income,10918.86
EMP000448,CUST00448,Employed,Global Holdings,Engineer,Education,34849.68,ADIB,102,Salary,Employment Income,5760.98
EMP000449,CUST00449,Employed,Prime Services,Nurse,Logistics,40016.13,ADIB,55,Salary,Employment Income,7174.23
EMP000450,CUST00450,Employed,Metro LLC,Driver,Real Estate,29492.61,Emirates NBD,95,Salary,Employment Income,4304.33
EMP000451,CUST00451,Employed,Gulf Group,Driver,Retail,23053.43,Dubai Islamic Bank,59,Salary,Employment Income,9052.0
EMP000452,CUST00452,Employed,Global Services,Accountant,Hospitality,27322.28,Mashreq,145,Salary,Employment Income,3240.6
EMP000453,CUST00453,Employed,Gulf Trading,Business Owner,Retail,12059.36,ADCB,67,Salary,Employment Income,2554.18
EMP000454,CUST00454,Employed,Global LLC,Business Owner,Technology,42955.82,ADCB,81,Salary,Employment Income,5680.27
EMP000455,CUST00455,Employed,Gulf Group,Manager,Banking,37536.77,Mashreq,110,Salary,Employment Income,12933.39
EMP000456,CUST00456,Employed,Gulf LLC,Software Developer,Technology,8683.51,ADCB,117,Salary,Employment Income,3605.86
EMP000457,CUST00457,Employed,Emirates Trading,Business Owner,Logistics,40119.03,Dubai Islamic Bank,163,Salary,Employment Income,2599.3
EMP000458,CUST00458,Employed,Al Noor LLC,Sales Executive,Hospitality,21414.37,Dubai Islamic Bank,5,Salary,Employment Income,1947.64
EMP000459,CUST00459,Student,,Student,Education,2592.11,,0,Family Support,Family Support,71.95
EMP000460,CUST00460,Unemployed,,Unemployed,,244.19,,0,Salary,Savings,66.65
EMP000461,CUST00461,Self-Employed,Self-Employed,Business Owner,Logistics,18796.52,ADCB,148,Business Income,Business Ownership,9732.09
EMP000462,CUST00462,Employed,Metro Services,Engineer,Retail,21040.58,ADCB,18,Salary,Employment Income,5716.17
EMP000463,CUST00463,Student,,Student,Education,2321.37,,0,Family Support,Family Support,325.93
EMP000464,CUST00464,Employed,Gulf LLC,Software Developer,Technology,9781.41,Mashreq,161,Salary,Employment Income,2854.26
EMP000465,CUST00465,Employed,Metro Group,Engineer,Banking,43560.82,Emirates NBD,168,Salary,Employment Income,3353.29
