application_id,customer_id,product_type,application_date,application_channel,application_status,requested_amount,approved_amount,approved_limit,rejection_reason,decision_date
APP000311,CUST00157,Card,2024-07-28,Agent,Approved,128131.68,,70618.61,,2024-07-29
APP000312,CUST00157,Card,2026-02-14,Mobile App,Approved,102763.68,,75668.12,,2026-02-20
APP000313,CUST00157,Wallet,2025-04-04,Web,Approved,,,,,2025-04-13
APP000314,CUST00158,Wallet,2024-02-07,Mobile App,Approved,,,,,2024-02-18
APP000315,CUST00158,Loan,2026-08-20,Web,Rejected,91343.82,,,Low credit score,2026-08-30
APP000316,CUST00158,Wallet,2025-07-09,Mobile App,Pending,,,,,2025-07-10
APP000317,CUST00158,Account,2026-01-18,Branch,Rejected,,,,,2026-01-31
APP000318,CUST00159,Card,2024-08-15,Branch,Pending,83829.47,,,,2024-08-22
APP000319,CUST00160,Loan,2025-01-15,Mobile App,Approved,18798.43,15118.64,,,2025-01-21
APP000320,CUST00160,Card,2026-11-23,Branch,Approved,11027.77,,8487.33,,2026-12-03
APP000321,CUST00160,Account,2025-01-17,Web,Approved,,,,,2025-01-22
APP000322,CUST00161,Remittance,2025-06-05,Mobile App,Approved,,,,,2025-06-10
APP000323,CUST00161,Loan,2026-06-03,Web,Rejected,136066.05,,,Incomplete documents,2026-06-13
APP000324,CUST00162,Card,2024-04-17,Branch,Rejected,75131.72,,,KYC not approved,2024-04-29
APP000325,CUST00162,Account,2026-03-02,Web,Pending,,,,,2026-03-06
APP000326,CUST00163,Remittance,2024-08-31,Mobile App,Approved,,,,,2024-09-03
APP000327,CUST00163,Wallet,2026-09-15,Agent,Approved,,,,,2026-09-21
APP000328,CUST00164,Remittance,2024-06-06,Mobile App,Approved,,,,,2024-06-07
APP000329,CUST00164,Account,2026-04-27,Mobile App,Pending,,,,,2026-05-05
APP000330,CUST00164,Account,2026-10-09,Branch,Rejected,,,,,2026-10-13
APP000331,CUST00165,Account,2025-09-20,Web,Approved,,,,,2025-09-24
APP000332,CUST00166,Card,2024-05-01,Mobile App,Rejected,104570.26,,,Incomplete documents,2024-05-09
APP000333,CUST00166,Card,2026-06-01,Agent,Approved,115665.54,,68268.44,,2026-06-07
APP000334,CUST00166,Wallet,2026-10-05,Agent,Rejected,,,,,2026-10-18
APP000335,CUST00166,Account,2024-11-17,Branch,Approved,,,,,2024-11-29
APP000336,CUST00167,Account,2024-05-27,Mobile App,Rejected,,,,,2024-06-10
APP000337,CUST00167,Loan,2024-10-20,Mobile App,Rejected,98465.81,,,High debt burden ratio,2024-10-28
APP000338,CUST00167,Card,2026-06-01,Agent,Approved,59288.36,,20524.2,,2026-06-13
APP000339,CUST00168,Loan,2024-04-19,Web,Approved,110400.03,69740.18,,,2024-05-02
APP000340,CUST00169,Wallet,2024-02-03,Web,Approved,,,,,2024-02-04
APP000341,CUST00169,Card,2024-02-08,Web,Approved,144742.55,,85303.97,,2024-02-13
APP000342,CUST00170,Account,2025-05-01,Branch,Approved,,,,,2025-05-15
APP000343,CUST00170,Wallet,2025-11-05,Mobile App,Approved,,,,,2025-11-09
APP000344,CUST00171,Account,2024-12-09,Web,Approved,,,,,2024-12-17
APP000345,CUST00171,Wallet,2025-04-16,Agent,Approved,,,,,2025-04-19
APP000346,CUST00172,Account,2026-07-11,Web,Rejected,,,,,2026-07-13
APP000347,CUST00172,Wallet,2025-09-11,Agent,Approved,,,,,2025-09-15
APP000348,CUST00172,Loan,2026-10-29,Agent,Approved,112012.83,67515.96,,,2026-11-10
APP000349,CUST00173,Loan,2026-05-24,Mobile App,Approved,108549.38,103174.88,,,2026-06-05
APP000350,CUST00173,Account,2026-08-05,Web,Rejected,,,,,2026-08-11
APP000351,CUST00173,Remittance,2025-05-18,Mobile App,Rejected,,,,,2025-05-31
APP000352,CUST00174,Account,2025-10-22,Web,Approved,,,,,2025-10-24
APP000353,CUST00175,Loan,2025-06-18,Mobile App,Approved,101875.82,74781.8,,,2025-06-30
APP000354,CUST00176,Remittance,2025-06-01,Web,Approved,,,,,2025-06-04
APP000355,CUST00176,Card,2025-06-16,Branch,Approved,28755.42,,18945.22,,2025-06-27
APP000356,CUST00176,Remittance,2024-05-10,Web,Submitted,,,,,2024-05-19
APP000357,CUST00177,Wallet,2026-06-27,Agent,Pending,,,,,2026-06-28
APP000358,CUST00177,Remittance,2025-10-27,Agent,Approved,,,,,2025-11-02
APP000359,CUST00178,Loan,2024-01-23,Branch,Approved,68939.24,45078.82,,,2024-02-06
APP000360,CUST00179,Loan,2026-10-17,Mobile App,Approved,142057.69,128338.18,,,2026-10-26
APP000361,CUST00180,Loan,2025-04-05,Mobile App,Approved,22018.78,17364.65,,,2025-04-07
APP000362,CUST00180,Wallet,2024-08-30,Mobile App,Approved,,,,,2024-09-02
APP000363,CUST00180,Account,2026-12-01,Agent,Approved,,,,,2026-12-14
APP000364,CUST00181,Remittance,2026-05-13,Mobile App,Approved,,,,,2026-05-17
APP000365,CUST00182,Wallet,2025-12-07,Agent,Approved,,,,,2025-12-09
APP000366,CUST00182,Remittance,2024-08-23,Agent,Approved,,,,,2024-08-24
APP000367,CUST00183,Remittance,2025-07-23,Agent,Approved,,,,,2025-08-02
APP000368,CUST00184,Account,2025-01-05,Agent,Approved,,,,,2025-01-06
APP000369,CUST00185,Loan,2024-05-13,Branch,Approved,141856.95,85890.14,,,2024-05-21
APP000370,CUST00185,Account,2025-08-23,Web,Approved,,,,,2025-08-29
APP000371,CUST00186,Loan,2026-08-08,Branch,Pending,35047.4,,,,2026-08-15
APP000372,CUST00187,Loan,2025-02-11,Web,Approved,6597.17,5354.39,,,2025-02-17
APP000373,CUST00187,Remittance,2026-12-28,Web,Approved,,,,,2027-01-06
APP000374,CUST00187,Card,2025-07-13,Branch,Rejected,51424.94,,,Insufficient income,2025-07-25
APP000375,CUST00188,Wallet,2025-04-27,Agent,Approved,,,,,2025-04-29
APP000376,CUST00188,Account,2026-02-02,Web,Rejected,,,,,2026-02-06
APP000377,CUST00188,Card,2025-01-10,Agent,Approved,86343.01,,41045.05,,2025-01-12
APP000378,CUST00189,Account,2026-11-23,Agent,Rejected,,,,,2026-12-04
APP000379,CUST00189,Loan,2026-09-13,Agent,Rejected,114732.52,,,Incomplete documents,2026-09-17
APP000380,CUST00190,Account,2026-11-16,Web,Approved,,,,,2026-11-21
APP000381,CUST00190,Loan,2024-08-15,Branch,Approved,109480.4,84320.47,,,2024-08-22
APP000382,CUST00190,Remittance,2026-01-06,Web,Approved,,,,,2026-01-19
APP000383,CUST00191,Wallet,2025-02-20,Agent,Rejected,,,,,2025-02-28
APP000384,CUST00191,Account,2026-04-02,Branch,Approved,,,,,2026-04-08
APP000385,CUST00192,Remittance,2024-01-01,Branch,Approved,,,,,2024-01-10
APP000386,CUST00192,Card,2025-11-27,Mobile App,Approved,78734.76,,39244.82,,2025-12-01
APP000387,CUST00192,Account,2024-03-02,Agent,Pending,,,,,2024-03-13
APP000388,CUST00192,Card,2024-08-20,Mobile App,Approved,86454.7,,57359.5,,2024-09-01
APP000389,CUST00193,Wallet,2024-02-29,Branch,Approved,,,,,2024-03-07
APP000390,CUST00193,Loan,2024-12-02,Mobile App,Approved,81926.8,71014.91,,,2024-12-09
APP000391,CUST00193,Wallet,2026-05-29,Web,Pending,,,,,2026-05-31
APP000392,CUST00193,Loan,2025-07-08,Mobile App,Rejected,104467.31,,,Insufficient income,2025-07-14
APP000393,CUST00194,Remittance,2024-06-03,Mobile App,Approved,,,,,2024-06-08
APP000394,CUST00194,Remittance,2026-10-08,Branch,Rejected,,,,,2026-10-12
APP000395,CUST00194,Wallet,2025-04-27,Branch,Approved,,,,,2025-05-06
APP000396,CUST00195,Remittance,2024-05-10,Web,Approved,,,,,2024-05-13
APP000397,CUST00195,Account,2025-10-02,Web,Approved,,,,,2025-10-16
APP000398,CUST00196,Card,2026-05-15,Web,Approved,127710.77,,80687.13,,2026-05-29
APP000399,CUST00196,Card,2025-11-18,Web,Approved,135228.86,,93822.34,,2025-11-26
APP000400,CUST00196,Wallet,2024-08-29,Mobile App,Approved,,,,,2024-09-01
APP000401,CUST00197,Remittance,2024-05-31,Mobile App,Submitted,,,,,2024-06-08
APP000402,CUST00198,Remittance,2026-12-02,Agent,Pending,,,,,2026-12-10
APP000403,CUST00198,Wallet,2025-11-12,Web,Approved,,,,,2025-11-16
APP000404,CUST00199,Remittance,2026-07-28,Agent,Approved,,,,,2026-08-09
APP000405,CUST00200,Account,2026-12-14,Web,Approved,,,,,2026-12-19
APP000406,CUST00200,Remittance,2026-02-28,Branch,Rejected,,,,,2026-03-14
APP000407,CUST00201,Card,2025-10-25,Agent,Approved,126407.26,,98983.69,,2025-11-08
APP000408,CUST00201,Card,2025-05-23,Branch,Approved,4449.45,,1830.34,,2025-05-24
APP000409,CUST00202,Loan,2026-04-09,Web,Approved,25281.82,18045.41,,,2026-04-20
APP000410,CUST00202,Remittance,2025-05-21,Mobile App,Approved,,,,,2025-06-04
APP000411,CUST00203,Card,2026-12-13,Mobile App,Approved,121151.98,,72265.58,,2026-12-14
APP000412,CUST00203,Wallet,2024-07-02,Web,Pending,,,,,2024-07-08
APP000413,CUST00203,Wallet,2026-09-26,Mobile App,Approved,,,,,2026-10-05
APP000414,CUST00203,Account,2026-10-10,Mobile App,Approved,,,,,2026-10-15
APP000415,CUST00204,Remittance,2026-05-02,Web,Rejected,,,,,2026-05-13
APP000416,CUST00204,Loan,2024-03-31,Agent,Approved,95856.47,86929.85,,,2024-04-04
APP000417,CUST00205,Loan,2026-01-22,Branch,Pending,37693.08,,,,2026-01-26
APP000418,CUST00206,Remittance,2026-05-26,Web,Approved,,,,,2026-05-29
APP000419,CUST00206,Account,2025-09-07,Agent,Approved,,,,,2025-09-14
APP000420,CUST00207,Account,2026-09-24,Mobile App,Approved,,,,,2026-10-07
APP000421,CUST00208,Wallet,2024-11-11,Web,Approved,,,,,2024-11-21
APP000422,CUST00208,Remittance,2024-07-20,Mobile App,Approved,,,,,2024-07-25
APP000423,CUST00209,Remittance,2025-08-31,Agent,Pending,,,,,2025-09-05
APP000424,CUST00209,Remittance,2026-06-09,Agent,Submitted,,,,,2026-06-14
APP000425,CUST00210,Remittance,2025-07-11,Agent,Approved,,,,,2025-07-17
APP000426,CUST00210,Account,2026-08-14,Branch,Rejected,,,,,2026-08-20
APP000427,CUST00211,Wallet,2024-11-24,Mobile App,Approved,,,,,2024-11-25
APP000428,CUST00211,Wallet,2025-11-02,Mobile App,Pending,,,,,2025-11-12
APP000429,CUST00212,Wallet,2024-07-02,Agent,Approved,,,,,2024-07-10
APP000430,CUST00212,Card,2025-07-07,Web,Approved,17441.71,,11733.51,,2025-07-15
APP000431,CUST00212,Card,2024-03-27,Web,Approved,35703.58,,13818.33,,2024-03-28
APP000432,CUST00213,Wallet,2026-01-06,Agent,Approved,,,,,2026-01-18
APP000433,CUST00214,Wallet,2025-05-05,Web,Rejected,,,,,2025-05-08
APP000434,CUST00215,Loan,2025-04-07,Mobile App,Approved,17634.9,12075.96,,,2025-04-19
APP000435,CUST00216,Loan,2025-06-04,Web,Approved,78559.23,73730.49,,,2025-06-10
APP000436,CUST00216,Remittance,2024-11-29,Web,Approved,,,,,2024-12-05
APP000437,CUST00217,Remittance,2025-11-28,Mobile App,Pending,,,,,2025-12-03
APP000438,CUST00217,Remittance,2025-05-23,Branch,Approved,,,,,2025-05-24
APP000439,CUST00217,Card,2026-10-06,Branch,Pending,45175.88,,,,2026-10-07
APP000440,CUST00218,Loan,2024-03-07,Branch,Approved,41682.12,26990.61,,,2024-03-12
APP000441,CUST00218,Card,2026-01-12,Agent,Rejected,133188.89,,,Low credit score,2026-01-22
APP000442,CUST00219,Card,2026-10-14,Branch,Approved,74409.66,,47730.23,,2026-10-16
APP000443,CUST00219,Remittance,2024-02-04,Agent,Approved,,,,,2024-02-05
APP000444,CUST00220,Remittance,2026-12-02,Branch,Approved,,,,,2026-12-07
APP000445,CUST00221,Remittance,2025-01-05,Agent,Rejected,,,,,2025-01-15
APP000446,CUST00222,Loan,2024-04-04,Mobile App,Approved,138308.81,109214.84,,,2024-04-16
APP000447,CUST00222,Account,2025-12-26,Web,Rejected,,,,,2026-01-02
APP000448,CUST00223,Wallet,2025-12-28,Web,Pending,,,,,2026-01-06
APP000449,CUST00223,Remittance,2025-09-22,Agent,Rejected,,,,,2025-09-25
APP000450,CUST00223,Remittance,2026-01-12,Mobile App,Approved,,,,,2026-01-20
APP000451,CUST00224,Remittance,2024-12-29,Branch,Rejected,,,,,2025-01-08
APP000452,CUST00225,Card,2026-05-26,Web,Approved,58979.25,,24326.56,,2026-05-27
APP000453,CUST00226,Wallet,2024-02-29,Mobile App,Approved,,,,,2024-03-05
APP000454,CUST00226,Remittance,2026-03-07,Web,Submitted,,,,,2026-03-13
APP000455,CUST00226,Remittance,2025-03-12,Agent,Submitted,,,,,2025-03-19
APP000456,CUST00227,Card,2025-09-26,Branch,Approved,64042.71,,46942.81,,2025-10-02
APP000457,CUST00227,Loan,2026-07-09,Branch,Rejected,127917.2,,,Insufficient income,2026-07-10
APP000458,CUST00227,Remittance,2025-11-20,Agent,Approved,,,,,2025-11-24
APP000459,CUST00228,Card,2025-01-30,Web,Pending,148162.99,,,,2025-02-12
APP000460,CUST00228,Wallet,2024-11-14,Mobile App,Approved,,,,,2024-11-26
APP000461,CUST00228,Account,2024-09-11,Web,Pending,,,,,2024-09-12
APP000462,CUST00228,Account,2026-09-28,Mobile App,Approved,,,,,2026-10-10
APP000463,CUST00229,Loan,2026-10-19,Mobile App,Approved,85177.4,77828.28,,,2026-10-28
APP000464,CUST00229,Account,2026-04-05,Mobile App,Approved,,,,,2026-04-13
APP000465,CUST00229,Loan,2026-02-28,Web,Rejected,77872.88,,,Insufficient income,2026-03-05
APP000466,CUST00230,Wallet,2026-06-06,Web,Approved,,,,,2026-06-16
APP000467,CUST00230,Card,2026-12-26,Branch,Pending,29449.45,,,,2026-12-29
APP000468,CUST00230,Account,2024-04-01,Mobile App,Pending,,,,,2024-04-06
APP000469,CUST00231,Card,2025-04-16,Branch,Approved,144569.67,,80717.84,,2025-04-25
APP000470,CUST00231,Loan,2025-05-17,Web,Approved,44436.53,37194.11,,,2025-05-31
APP000471,CUST00232,Card,2026-01-22,Web,Approved,4865.63,,3452.55,,2026-01-28
APP000472,CUST00232,Remittance,2026-12-03,Web,Approved,,,,,2026-12-10
APP000473,CUST00232,Wallet,2024-03-13,Web,Approved,,,,,2024-03-27
APP000474,CUST00233,Wallet,2024-08-16,Web,Rejected,,,,,2024-08-26
APP000475,CUST00234,Account,2026-03-27,Agent,Pending,,,,,2026-03-29
APP000476,CUST00234,Card,2026-11-05,Branch,Approved,104376.89,,50282.0,,2026-11-06
APP000477,CUST00235,Account,2024-07-07,Agent,Approved,,,,,2024-07-15
APP000478,CUST00236,Wallet,2025-09-08,Agent,Approved,,,,,2025-09-21
APP000479,CUST00236,Card,2025-08-28,Mobile App,Approved,63549.14,,34236.35,,2025-09-09
APP000480,CUST00236,Remittance,2024-07-02,Mobile App,Pending,,,,,2024-07-11
APP000481,CUST00236,Wallet,2024-12-31,Branch,Approved,,,,,2025-01-07
APP000482,CUST00237,Card,2025-10-20,Branch,Approved,73055.06,,52774.27,,2025-10-29
APP000483,CUST00237,Loan,2025-06-28,Mobile App,Approved,25062.29,18433.57,,,2025-07-02
APP000484,CUST00238,Account,2024-05-23,Web,Submitted,,,,,2024-06-05
APP000485,CUST00238,Loan,2024-12-24,Web,Rejected,63282.75,,,KYC not approved,2024-12-28
APP000486,CUST00239,Remittance,2025-01-27,Mobile App,Rejected,,,,,2025-02-05
APP000487,CUST00239,Account,2024-05-03,Mobile App,Submitted,,,,,2024-05-17
APP000488,CUST00240,Card,2025-05-28,Agent,Approved,137317.43,,46156.73,,2025-05-31
APP000489,CUST00240,Loan,2026-02-08,Branch,Approved,60200.21,45700.81,,,2026-02-11
APP000490,CUST00240,Account,2026-01-28,Agent,Rejected,,,,,2026-02-05
APP000491,CUST00240,Remittance,2025-09-02,Branch,Pending,,,,,2025-09-05
APP000492,CUST00241,Card,2024-07-10,Branch,Approved,111003.05,,88570.22,,2024-07-18
APP000493,CUST00241,Card,2024-06-08,Branch,Rejected,94431.62,,,Low credit score,2024-06-19
APP000494,CUST00242,Loan,2024-06-25,Agent,Approved,73542.33,56970.82,,,2024-07-06
APP000495,CUST00242,Account,2025-08-26,Mobile App,Rejected,,,,,2025-09-06
APP000496,CUST00242,Card,2026-02-25,Branch,Rejected,104422.91,,,High debt burden ratio,2026-03-05
APP000497,CUST00242,Wallet,2025-09-19,Branch,Approved,,,,,2025-10-02
APP000498,CUST00243,Loan,2025-05-04,Agent,Approved,34018.07,32548.63,,,2025-05-14
APP000499,CUST00244,Account,2024-11-26,Web,Approved,,,,,2024-12-10
APP000500,CUST00245,Account,2026-01-07,Mobile App,Approved,,,,,2026-01-15
APP000501,CUST00245,Remittance,2026-07-02,Branch,Approved,,,,,2026-07-06
APP000502,CUST00245,Remittance,2025-09-18,Web,Rejected,,,,,2025-09-25
APP000503,CUST00246,Remittance,2026-02-23,Agent,Approved,,,,,2026-02-28
APP000504,CUST00246,Remittance,2024-09-05,Mobile App,Approved,,,,,2024-09-07
APP000505,CUST00246,Wallet,2026-02-01,Mobile App,Pending,,,,,2026-02-04
APP000506,CUST00247,Account,2024-07-10,Branch,Approved,,,,,2024-07-23
APP000507,CUST00247,Account,2026-12-26,Agent,Pending,,,,,2026-12-30
APP000508,CUST00247,Account,2026-12-14,Web,Approved,,,,,2026-12-15
APP000509,CUST00247,Card,2024-10-30,Branch,Approved,57601.26,,19339.7,,2024-11-10
APP000510,CUST00248,Card,2025-10-22,Agent,Approved,87580.3,,61117.24,,2025-10-28
APP000511,CUST00248,Wallet,2025-03-04,Mobile App,Pending,,,,,2025-03-11
APP000512,CUST00248,Wallet,2024-06-26,Web,Rejected,,,,,2024-07-07
APP000513,CUST00249,Remittance,2026-08-20,Web,Pending,,,,,2026-08-28
APP000514,CUST00249,Wallet,2026-11-12,Branch,Pending,,,,,2026-11-14
APP000515,CUST00249,Card,2025-04-01,Branch,Approved,67420.0,,29519.92,,2025-04-07
APP000516,CUST00250,Remittance,2024-09-07,Web,Rejected,,,,,2024-09-15
APP000517,CUST00250,Card,2024-01-11,Agent,Pending,52788.05,,,,2024-01-16
APP000518,CUST00250,Loan,2026-01-25,Mobile App,Approved,16284.18,15205.18,,,2026-02-06
APP000519,CUST00250,Loan,2026-03-11,Mobile App,Rejected,145343.37,,,Incomplete documents,2026-03-17
APP000520,CUST00251,Card,2026-03-03,Mobile App,Approved,14251.42,,5819.4,,2026-03-04
APP000521,CUST00251,Loan,2024-07-09,Web,Approved,74105.36,69387.34,,,2024-07-12
APP000522,CUST00251,Account,2025-08-04,Agent,Approved,,,,,2025-08-06
APP000523,CUST00252,Remittance,2024-06-15,Branch,Approved,,,,,2024-06-28
APP000524,CUST00252,Wallet,2024-02-01,Mobile App,Approved,,,,,2024-02-06
APP000525,CUST00252,Wallet,2026-11-28,Mobile App,Approved,,,,,2026-12-02
APP000526,CUST00253,Account,2025-07-13,Agent,Approved,,,,,2025-07-14
APP000527,CUST00253,Account,2026-03-25,Mobile App,Approved,,,,,2026-04-06
APP000528,CUST00254,Account,2026-08-06,Agent,Approved,,,,,2026-08-19
APP000529,CUST00254,Remittance,2024-06-12,Agent,Approved,,,,,2024-06-14
APP000530,CUST00254,Wallet,2026-12-07,Mobile App,Approved,,,,,2026-12-19
APP000531,CUST00255,Remittance,2024-09-03,Mobile App,Approved,,,,,2024-09-11
APP000532,CUST00255,Loan,2025-10-18,Agent,Approved,10221.26,8484.83,,,2025-10-25
APP000533,CUST00256,Account,2026-12-31,Agent,Approved,,,,,2027-01-12
APP000534,CUST00256,Account,2024-12-30,Branch,Submitted,,,,,2025-01-08
APP000535,CUST00257,Account,2026-01-19,Mobile App,Approved,,,,,2026-01-24
APP000536,CUST00258,Remittance,2025-08-13,Branch,Rejected,,,,,2025-08-15
APP000537,CUST00259,Loan,2026-11-19,Mobile App,Approved,84961.27,54016.43,,,2026-11-28
APP000538,CUST00259,Wallet,2026-02-18,Agent,Approved,,,,,2026-03-03
APP000539,CUST00259,Account,2026-09-30,Mobile App,Approved,,,,,2026-10-09
APP000540,CUST00259,Account,2025-10-18,Agent,Pending,,,,,2025-10-23
APP000541,CUST00260,Loan,2026-02-05,Branch,Approved,17719.07,17379.69,,,2026-02-15
APP000542,CUST00260,Remittance,2024-02-19,Web,Approved,,,,,2024-02-21
APP000543,CUST00260,Remittance,2025-01-12,Web,Approved,,,,,2025-01-21
APP000544,CUST00261,Loan,2025-12-05,Branch,Approved,144948.58,134116.19,,,2025-12-16
APP000545,CUST00261,Loan,2024-02-14,Branch,Submitted,65097.43,,,,2024-02-19
APP000546,CUST00262,Card,2024-12-10,Web,Approved,133025.59,,102558.12,,2024-12-13
APP000547,CUST00263,Loan,2025-01-22,Agent,Submitted,81975.87,,,,2025-01-27
APP000548,CUST00263,Loan,2024-04-15,Agent,Approved,87347.81,82959.59,,,2024-04-18
APP000549,CUST00264,Account,2024-11-24,Branch,Approved,,,,,2024-12-07
APP000550,CUST00265,Loan,2024-12-10,Branch,Pending,3814.88,,,,2024-12-20
APP000551,CUST00266,Loan,2024-09-22,Agent,Approved,22963.37,22698.19,,,2024-09-29
APP000552,CUST00267,Remittance,2024-01-31,Agent,Approved,,,,,2024-02-10
APP000553,CUST00267,Card,2024-02-03,Branch,Approved,50576.46,,21286.36,,2024-02-16
APP000554,CUST00268,Wallet,2026-11-03,Web,Approved,,,,,2026-11-12
APP000555,CUST00268,Wallet,2026-03-31,Branch,Approved,,,,,2026-04-03
APP000556,CUST00269,Loan,2024-04-15,Branch,Approved,88103.29,67654.33,,,2024-04-18
APP000557,CUST00269,Card,2026-07-02,Agent,Approved,115433.36,,87158.12,,2026-07-04
APP000558,CUST00270,Card,2026-07-14,Branch,Rejected,79885.09,,,Low credit score,2026-07-15
APP000559,CUST00270,Loan,2024-10-26,Web,Submitted,104842.92,,,,2024-11-04
APP000560,CUST00270,Card,2026-06-25,Agent,Rejected,130173.37,,,KYC not approved,2026-06-26
APP000561,CUST00271,Wallet,2025-10-09,Branch,Approved,,,,,2025-10-21
APP000562,CUST00271,Card,2025-07-01,Web,Approved,15828.5,,12057.1,,2025-07-04
APP000563,CUST00272,Wallet,2024-02-14,Agent,Approved,,,,,2024-02-21
APP000564,CUST00272,Remittance,2024-03-13,Branch,Submitted,,,,,2024-03-16
APP000565,CUST00272,Remittance,2024-10-28,Web,Approved,,,,,2024-11-10
APP000566,CUST00273,Account,2024-09-06,Web,Rejected,,,,,2024-09-07
APP000567,CUST00274,Card,2024-03-01,Web,Rejected,18381.79,,,Insufficient income,2024-03-14
APP000568,CUST00274,Wallet,2025-11-07,Branch,Rejected,,,,,2025-11-12
APP000569,CUST00274,Wallet,2024-09-27,Branch,Rejected,,,,,2024-10-08
APP000570,CUST00275,Account,2026-03-23,Mobile App,Rejected,,,,,2026-04-01
APP000571,CUST00275,Account,2026-10-07,Branch,Approved,,,,,2026-10-16
APP000572,CUST00276,Loan,2025-06-12,Agent,Approved,25968.45,17554.24,,,2025-06-25
APP000573,CUST00276,Remittance,2024-12-04,Branch,Approved,,,,,2024-12-05
APP000574,CUST00277,Loan,2024-07-10,Web,Rejected,149453.79,,,KYC not approved,2024-07-15
APP000575,CUST00277,Loan,2026-01-11,Agent,Rejected,83001.56,,,Incomplete documents,2026-01-12
APP000576,CUST00278,Wallet,2024-11-03,Mobile App,Approved,,,,,2024-11-04
APP000577,CUST00278,Wallet,2026-06-05,Mobile App,Approved,,,,,2026-06-18
APP000578,CUST00279,Remittance,2024-08-22,Mobile App,Approved,,,,,2024-08-24
APP000579,CUST00280,Wallet,2026-07-23,Mobile App,Approved,,,,,2026-08-04
APP000580,CUST00280,Wallet,2026-03-29,Web,Approved,,,,,2026-04-10
APP000581,CUST00281,Card,2024-07-08,Web,Approved,42873.21,,16733.5,,2024-07-09
APP000582,CUST00281,Wallet,2026-02-16,Branch,Approved,,,,,2026-03-01
APP000583,CUST00282,Wallet,2024-09-24,Web,Approved,,,,,2024-09-28
APP000584,CUST00283,Remittance,2024-01-09,Agent,Approved,,,,,2024-01-22
APP000585,CUST00283,Account,2026-03-10,Agent,Approved,,,,,2026-03-20
APP000586,CUST00284,Loan,2024-12-20,Web,Approved,119325.28,107838.92,,,2025-01-02
APP000587,CUST00284,Loan,2025-03-03,Agent,Pending,129633.24,,,,2025-03-13
APP000588,CUST00284,Wallet,2026-06-08,Branch,Rejected,,,,,2026-06-13
APP000589,CUST00285,Wallet,2025-03-07,Branch,Approved,,,,,2025-03-12
APP000590,CUST00285,Loan,2024-05-30,Web,Approved,14197.36,10996.37,,,2024-06-07
APP000591,CUST00286,Card,2024-05-31,Agent,Approved,142977.21,,49989.23,,2024-06-01
APP000592,CUST00287,Wallet,2025-04-18,Agent,Rejected,,,,,2025-04-29
APP000593,CUST00287,Remittance,2024-09-27,Agent,Rejected,,,,,2024-09-28
APP000594,CUST00288,Account,2025-03-30,Web,Rejected,,,,,2025-04-04
APP000595,CUST00289,Card,2025-06-26,Web,Approved,74951.53,,38078.6,,2025-07-01
APP000596,CUST00289,Card,2024-09-18,Agent,Approved,68429.16,,48380.97,,2024-09-20
APP000597,CUST00290,Remittance,2024-04-11,Branch,Approved,,,,,2024-04-16
APP000598,CUST00290,Card,2025-06-23,Branch,Pending,35647.69,,,,2025-06-28
APP000599,CUST00290,Loan,2025-09-22,Mobile App,Approved,61003.69,51328.92,,,2025-09-24
APP000600,CUST00291,Card,2024-04-01,Branch,Approved,38427.81,,29474.54,,2024-04-09
APP000601,CUST00291,Account,2026-09-04,Agent,Approved,,,,,2026-09-14
APP000602,CUST00291,Remittance,2026-04-08,Branch,Approved,,,,,2026-04-15
APP000603,CUST00292,Loan,2026-10-12,Mobile App,Approved,140519.39,129525.66,,,2026-10-22
APP000604,CUST00292,Card,2025-09-11,Branch,Approved,18168.84,,13780.08,,2025-09-24
APP000605,CUST00293,Card,2024-12-06,Branch,Approved,23846.62,,8472.79,,2024-12-18
APP000606,CUST00293,Remittance,2025-02-12,Branch,Approved,,,,,2025-02-26
APP000607,CUST00293,Remittance,2024-09-29,Mobile App,Pending,,,,,2024-10-06
APP000608,CUST00294,Remittance,2026-11-18,Mobile App,Approved,,,,,2026-11-28
APP000609,CUST00295,Remittance,2026-10-25,Web,Pending,,,,,2026-11-04
APP000610,CUST00295,Loan,2026-01-19,Mobile App,Pending,46045.64,,,,2026-01-29
APP000611,CUST00295,Remittance,2024-06-24,Agent,Approved,,,,,2024-06-28
APP000612,CUST00296,Card,2026-07-25,Web,Approved,7875.31,,3625.82,,2026-08-03
APP000613,CUST00296,Remittance,2024-07-05,Agent,Submitted,,,,,2024-07-06
APP000614,CUST00297,Account,2025-11-10,Branch,Pending,,,,,2025-11-14
APP000615,CUST00297,Remittance,2026-02-01,Branch,Pending,,,,,2026-02-08
APP000616,CUST00298,Account,2025-09-02,Web,Approved,,,,,2025-09-14
APP000617,CUST00299,Wallet,2025-11-12,Web,Approved,,,,,2025-11-13
APP000618,CUST00299,Wallet,2024-10-23,Mobile App,Approved,,,,,2024-11-04
APP000619,CUST00300,Account,2025-12-31,Branch,Approved,,,,,2026-01-14
APP000620,CUST00300,Account,2024-12-20,Agent,Rejected,,,,,2024-12-22
APP000621,CUST00301,Loan,2025-11-23,Mobile App,Approved,120840.83,90827.76,,,2025-11-24
APP000622,CUST00302,Wallet,2026-08-21,Web,Approved,,,,,2026-08-25
APP000623,CUST00302,Account,2024-03-31,Branch,Approved,,,,,2024-04-03
