repayment_id,loan_id,customer_id,due_date,payment_date,due_amount,paid_amount,repayment_status,days_past_due
RPY0000902,LOAN000033,CUST00093,2030-05-13,2030-05-13,2511.86,2511.86,Paid,0
RPY0000903,LOAN000033,CUST00093,2030-06-12,,2511.86,0.0,Missed,30
RPY0000904,LOAN000033,CUST00093,2030-07-12,2030-07-12,2511.86,2511.86,Paid,0
RPY0000905,LOAN000033,CUST00093,2030-08-11,2030-08-26,2511.86,2511.86,Late,15
RPY0000906,LOAN000033,CUST00093,2030-09-10,,2511.86,0.0,Missed,120
RPY0000907,LOAN000034,CUST00098,2026-07-05,2026-07-10,3213.26,3213.26,Late,5
RPY0000908,LOAN000034,CUST00098,2026-08-04,2026-09-18,3213.26,3213.26,Late,45
RPY0000909,LOAN000034,CUST00098,2026-09-03,2026-09-03,3213.26,3213.26,Paid,0
RPY0000910,LOAN000034,CUST00098,2026-10-03,2026-10-03,3213.26,3213.26,Paid,0
RPY0000911,LOAN000034,CUST00098,2026-11-02,2026-11-02,3213.26,3213.26,Paid,0
RPY0000912,LOAN000034,CUST00098,2026-12-02,2027-01-01,3213.26,3213.26,Late,30
RPY0000913,LOAN000034,CUST00098,2027-01-01,2027-01-01,3213.26,3213.26,Paid,0
RPY0000914,LOAN000034,CUST00098,2027-01-31,2027-01-31,3213.26,3213.26,Paid,0
RPY0000915,LOAN000034,CUST00098,2027-03-02,2027-03-02,3213.26,3213.26,Paid,0
RPY0000916,LOAN000034,CUST00098,2027-04-01,2027-04-01,3213.26,3213.26,Paid,0
RPY0000917,LOAN000034,CUST00098,2027-05-01,2027-05-01,3213.26,3213.26,Paid,0
RPY0000918,LOAN000034,CUST00098,2027-05-31,2027-05-31,3213.26,3213.26,Paid,0
RPY0000919,LOAN000035,CUST00098,2025-06-19,2025-06-19,5109.05,5109.05,Paid,0
RPY0000920,LOAN000035,CUST00098,2025-07-19,2025-07-19,5109.05,5109.05,Paid,0
RPY0000921,LOAN000035,CUST00098,2025-08-18,2025-08-18,5109.05,5109.05,Paid,0
RPY0000922,LOAN000035,CUST00098,2025-09-17,2025-09-17,5109.05,5109.05,Paid,0
RPY0000923,LOAN000035,CUST00098,2025-10-17,2025-10-17,5109.05,5109.05,Paid,0
RPY0000924,LOAN000035,CUST00098,2025-11-16,2025-12-01,5109.05,1655.9,Partial,15
RPY0000925,LOAN000035,CUST00098,2025-12-16,2025-12-16,5109.05,5109.05,Paid,0
RPY0000926,LOAN000035,CUST00098,2026-01-15,2026-01-20,5109.05,5109.05,Late,5
RPY0000927,LOAN000035,CUST00098,2026-02-14,2026-02-14,5109.05,5109.05,Paid,0
RPY0000928,LOAN000035,CUST00098,2026-03-16,2026-04-15,5109.05,3176.81,Partial,30
RPY0000929,LOAN000035,CUST00098,2026-04-15,2026-04-30,5109.05,1412.9,Partial,15
RPY0000930,LOAN000035,CUST00098,2026-05-15,2026-07-14,5109.05,1856.39,Partial,60
RPY0000931,LOAN000035,CUST00098,2026-06-14,2026-07-29,5109.05,5109.05,Late,45
RPY0000932,LOAN000035,CUST00098,2026-07-14,,5109.05,0.0,Missed,90
RPY0000933,LOAN000035,CUST00098,2026-08-13,,5109.05,0.0,Missed,60
RPY0000934,LOAN000035,CUST00098,2026-09-12,2026-09-27,5109.05,1869.41,Partial,15
RPY0000935,LOAN000035,CUST00098,2026-10-12,,5109.05,0.0,Missed,60
RPY0000936,LOAN000035,CUST00098,2026-11-11,2026-11-26,5109.05,3768.79,Partial,15
RPY0000937,LOAN000036,CUST00111,2025-11-09,2026-01-08,3429.48,921.44,Partial,60
RPY0000938,LOAN000036,CUST00111,2025-12-09,2025-12-09,3429.48,3429.48,Paid,0
RPY0000939,LOAN000036,CUST00111,2026-01-08,2026-01-08,3429.48,3429.48,Paid,0
RPY0000940,LOAN000036,CUST00111,2026-02-07,2026-02-07,3429.48,3429.48,Paid,0
RPY0000941,LOAN000036,CUST00111,2026-03-09,2026-03-09,3429.48,3429.48,Paid,0
RPY0000942,LOAN000036,CUST00111,2026-04-08,2026-06-07,3429.48,1143.48,Partial,60
RPY0000943,LOAN000036,CUST00111,2026-05-08,2026-05-08,3429.48,3429.48,Paid,0
RPY0000944,LOAN000036,CUST00111,2026-06-07,2026-06-07,3429.48,3429.48,Paid,0
RPY0000945,LOAN000036,CUST00111,2026-07-07,2026-07-07,3429.48,3429.48,Paid,0
RPY0000946,LOAN000036,CUST00111,2026-08-06,2026-08-06,3429.48,3429.48,Paid,0
RPY0000947,LOAN000036,CUST00111,2026-09-05,2026-09-05,3429.48,3429.48,Paid,0
RPY0000948,LOAN000036,CUST00111,2026-10-05,2026-11-04,3429.48,3429.48,Late,30
RPY0000949,LOAN000036,CUST00111,2026-11-04,2026-11-04,3429.48,3429.48,Paid,0
RPY0000950,LOAN000036,CUST00111,2026-12-04,2026-12-04,3429.48,3429.48,Paid,0
RPY0000951,LOAN000036,CUST00111,2027-01-03,2027-01-13,3429.48,3429.48,Late,10
RPY0000952,LOAN000036,CUST00111,2027-02-02,2027-03-19,3429.48,3429.48,Late,45
RPY0000953,LOAN000036,CUST00111,2027-03-04,2027-03-04,3429.48,3429.48,Paid,0
RPY0000954,LOAN000036,CUST00111,2027-04-03,2027-04-03,3429.48,3429.48,Paid,0
RPY0000955,LOAN000037,CUST00113,2027-01-25,2027-01-25,2797.68,2797.68,Paid,0
RPY0000956,LOAN000037,CUST00113,2027-02-24,2027-04-10,2797.68,2797.68,Late,45
RPY0000957,LOAN000037,CUST00113,2027-03-26,2027-03-26,2797.68,2797.68,Paid,0
RPY0000958,LOAN000037,CUST00113,2027-04-25,2027-04-25,2797.68,2797.68,Paid,0
RPY0000959,LOAN000037,CUST00113,2027-05-25,2027-05-30,2797.68,2797.68,Late,5
RPY0000960,LOAN000037,CUST00113,2027-06-24,2027-06-24,2797.68,2797.68,Paid,0
RPY0000961,LOAN000037,CUST00113,2027-07-24,2027-07-24,2797.68,2797.68,Paid,0
RPY0000962,LOAN000037,CUST00113,2027-08-23,2027-08-23,2797.68,2797.68,Paid,0
RPY0000963,LOAN000037,CUST00113,2027-09-22,2027-09-22,2797.68,2797.68,Paid,0
RPY0000964,LOAN000037,CUST00113,2027-10-22,2027-10-22,2797.68,2797.68,Paid,0
RPY0000965,LOAN000037,CUST00113,2027-11-21,2027-11-21,2797.68,2797.68,Paid,0
RPY0000966,LOAN000037,CUST00113,2027-12-21,2027-12-21,2797.68,2797.68,Paid,0
RPY0000967,LOAN000038,CUST00116,2025-02-26,2025-02-26,6460.34,6460.34,Paid,0
RPY0000968,LOAN000038,CUST00116,2025-03-28,2025-04-02,6460.34,6460.34,Late,5
RPY0000969,LOAN000038,CUST00116,2025-04-27,2025-04-27,6460.34,6460.34,Paid,0
RPY0000970,LOAN000038,CUST00116,2025-05-27,2025-05-27,6460.34,6460.34,Paid,0
RPY0000971,LOAN000038,CUST00116,2025-06-26,2025-06-26,6460.34,6460.34,Paid,0
RPY0000972,LOAN000038,CUST00116,2025-07-26,2025-07-26,6460.34,6460.34,Paid,0
RPY0000973,LOAN000038,CUST00116,2025-08-25,2025-08-25,6460.34,6460.34,Paid,0
RPY0000974,LOAN000038,CUST00116,2025-09-24,2025-09-24,6460.34,6460.34,Paid,0
RPY0000975,LOAN000038,CUST00116,2025-10-24,2025-10-24,6460.34,6460.34,Paid,0
RPY0000976,LOAN000038,CUST00116,2025-11-23,2025-11-23,6460.34,6460.34,Paid,0
RPY0000977,LOAN000038,CUST00116,2025-12-23,2025-12-23,6460.34,6460.34,Paid,0
RPY0000978,LOAN000038,CUST00116,2026-01-22,2026-01-22,6460.34,6460.34,Paid,0
RPY0000979,LOAN000038,CUST00116,2026-02-21,2026-02-21,6460.34,6460.34,Paid,0
RPY0000980,LOAN000038,CUST00116,2026-03-23,2026-03-23,6460.34,6460.34,Paid,0
RPY0000981,LOAN000038,CUST00116,2026-04-22,2026-04-22,6460.34,6460.34,Paid,0
RPY0000982,LOAN000038,CUST00116,2026-05-22,2026-06-06,6460.34,6460.34,Late,15
RPY0000983,LOAN000038,CUST00116,2026-06-21,2026-06-21,6460.34,6460.34,Paid,0
RPY0000984,LOAN000038,CUST00116,2026-07-21,2026-07-21,6460.34,6460.34,Paid,0
RPY0000985,LOAN000039,CUST00119,2026-11-30,2026-11-30,1856.34,1856.34,Paid,0
RPY0000986,LOAN000039,CUST00119,2026-12-30,2026-12-30,1856.34,1856.34,Paid,0
RPY0000987,LOAN000039,CUST00119,2027-01-29,2027-01-29,1856.34,1856.34,Paid,0
RPY0000988,LOAN000039,CUST00119,2027-02-28,2027-02-28,1856.34,1856.34,Paid,0
RPY0000989,LOAN000039,CUST00119,2027-03-30,2027-03-30,1856.34,1856.34,Paid,0
RPY0000990,LOAN000039,CUST00119,2027-04-29,2027-04-29,1856.34,1856.34,Paid,0
RPY0000991,LOAN000039,CUST00119,2027-05-29,2027-06-28,1856.34,1856.34,Late,30
RPY0000992,LOAN000039,CUST00119,2027-06-28,2027-07-13,1856.34,1856.34,Late,15
RPY0000993,LOAN000039,CUST00119,2027-07-28,2027-09-26,1856.34,691.05,Partial,60
RPY0000994,LOAN000039,CUST00119,2027-08-27,2027-08-27,1856.34,1856.34,Paid,0
RPY0000995,LOAN000039,CUST00119,2027-09-26,2027-09-26,1856.34,1856.34,Paid,0
RPY0000996,LOAN000039,CUST00119,2027-10-26,2027-10-26,1856.34,1856.34,Paid,0
RPY0000997,LOAN000039,CUST00119,2027-11-25,2027-11-25,1856.34,1856.34,Paid,0
RPY0000998,LOAN000039,CUST00119,2027-12-25,2027-12-25,1856.34,1856.34,Paid,0
RPY0000999,LOAN000039,CUST00119,2028-01-24,2028-02-23,1856.34,1856.34,Late,30
RPY0001000,LOAN000039,CUST00119,2028-02-23,2028-02-23,1856.34,1856.34,Paid,0
RPY0001001,LOAN000039,CUST00119,2028-03-24,2028-03-24,1856.34,1856.34,Paid,0
RPY0001002,LOAN000039,CUST00119,2028-04-23,2028-06-22,1856.34,529.61,Partial,60
RPY0001003,LOAN000039,CUST00119,2028-05-23,2028-05-23,1856.34,1856.34,Paid,0
RPY0001004,LOAN000039,CUST00119,2028-06-22,2028-06-22,1856.34,1856.34,Paid,0
RPY0001005,LOAN000039,CUST00119,2028-07-22,2028-07-22,1856.34,1856.34,Paid,0
RPY0001006,LOAN000039,CUST00119,2028-08-21,2028-08-21,1856.34,1856.34,Paid,0
RPY0001007,LOAN000039,CUST00119,2028-09-20,2028-09-20,1856.34,1856.34,Paid,0
RPY0001008,LOAN000039,CUST00119,2028-10-20,2028-10-20,1856.34,1856.34,Paid,0
RPY0001009,LOAN000039,CUST00119,2028-11-19,2028-11-19,1856.34,1856.34,Paid,0
RPY0001010,LOAN000039,CUST00119,2028-12-19,,1856.34,0.0,Missed,60
RPY0001011,LOAN000039,CUST00119,2029-01-18,2029-01-18,1856.34,1856.34,Paid,0
RPY0001012,LOAN000039,CUST00119,2029-02-17,2029-02-17,1856.34,1856.34,Paid,0
RPY0001013,LOAN000039,CUST00119,2029-03-19,2029-04-18,1856.34,1292.9,Partial,30
RPY0001014,LOAN000039,CUST00119,2029-04-18,2029-04-18,1856.34,1856.34,Paid,0
RPY0001015,LOAN000039,CUST00119,2029-05-18,,1856.34,0.0,Missed,120
RPY0001016,LOAN000039,CUST00119,2029-06-17,2029-06-17,1856.34,1856.34,Paid,0
RPY0001017,LOAN000039,CUST00119,2029-07-17,2029-07-17,1856.34,1856.34,Paid,0
RPY0001018,LOAN000039,CUST00119,2029-08-16,2029-08-16,1856.34,1856.34,Paid,0
RPY0001019,LOAN000039,CUST00119,2029-09-15,2029-09-15,1856.34,1856.34,Paid,0
RPY0001020,LOAN000039,CUST00119,2029-10-15,2029-10-30,1856.34,1856.34,Late,15
RPY0001021,LOAN000039,CUST00119,2029-11-14,2029-11-14,1856.34,1856.34,Paid,0
RPY0001022,LOAN000039,CUST00119,2029-12-14,2029-12-14,1856.34,1856.34,Paid,0
RPY0001023,LOAN000039,CUST00119,2030-01-13,2030-01-13,1856.34,1856.34,Paid,0
RPY0001024,LOAN000039,CUST00119,2030-02-12,,1856.34,0.0,Missed,90
RPY0001025,LOAN000039,CUST00119,2030-03-14,2030-03-14,1856.34,1856.34,Paid,0
RPY0001026,LOAN000039,CUST00119,2030-04-13,2030-05-28,1856.34,1856.34,Late,45
RPY0001027,LOAN000039,CUST00119,2030-05-13,2030-05-13,1856.34,1856.34,Paid,0
RPY0001028,LOAN000039,CUST00119,2030-06-12,2030-06-12,1856.34,1856.34,Paid,0
RPY0001029,LOAN000039,CUST00119,2030-07-12,2030-07-12,1856.34,1856.34,Paid,0
RPY0001030,LOAN000039,CUST00119,2030-08-11,,1856.34,0.0,Missed,30
RPY0001031,LOAN000039,CUST00119,2030-09-10,2030-09-10,1856.34,1856.34,Paid,0
RPY0001032,LOAN000039,CUST00119,2030-10-10,2030-10-10,1856.34,1856.34,Paid,0
RPY0001033,LOAN000040,CUST00128,2024-07-27,,190.6,0.0,Missed,90
RPY0001034,LOAN000040,CUST00128,2024-08-26,2024-08-26,190.6,190.6,Paid,0
RPY0001035,LOAN000040,CUST00128,2024-09-25,2024-09-25,190.6,190.6,Paid,0
RPY0001036,LOAN000040,CUST00128,2024-10-25,2024-10-25,190.6,190.6,Paid,0
RPY0001037,LOAN000040,CUST00128,2024-11-24,,190.6,0.0,Missed,60
RPY0001038,LOAN000040,CUST00128,2024-12-24,2024-12-24,190.6,190.6,Paid,0
RPY0001039,LOAN000040,CUST00128,2025-01-23,2025-01-23,190.6,190.6,Paid,0
RPY0001040,LOAN000040,CUST00128,2025-02-22,2025-02-22,190.6,190.6,Paid,0
RPY0001041,LOAN000040,CUST00128,2025-03-24,2025-03-24,190.6,190.6,Paid,0
RPY0001042,LOAN000040,CUST00128,2025-04-23,,190.6,0.0,Missed,30
RPY0001043,LOAN000040,CUST00128,2025-05-23,2025-05-23,190.6,190.6,Paid,0
RPY0001044,LOAN000040,CUST00128,2025-06-22,2025-06-22,190.6,190.6,Paid,0
RPY0001045,LOAN000040,CUST00128,2025-07-22,2025-07-22,190.6,190.6,Paid,0
RPY0001046,LOAN000040,CUST00128,2025-08-21,2025-08-21,190.6,190.6,Paid,0
RPY0001047,LOAN000040,CUST00128,2025-09-20,2025-09-20,190.6,190.6,Paid,0
RPY0001048,LOAN000040,CUST00128,2025-10-20,2025-12-04,190.6,190.6,Late,45
RPY0001049,LOAN000040,CUST00128,2025-11-19,2025-11-19,190.6,190.6,Paid,0
RPY0001050,LOAN000040,CUST00128,2025-12-19,2025-12-19,190.6,190.6,Paid,0
RPY0001051,LOAN000040,CUST00128,2026-01-18,2026-01-18,190.6,190.6,Paid,0
RPY0001052,LOAN000040,CUST00128,2026-02-17,,190.6,0.0,Missed,30
RPY0001053,LOAN000040,CUST00128,2026-03-19,2026-03-19,190.6,190.6,Paid,0
RPY0001054,LOAN000040,CUST00128,2026-04-18,2026-04-18,190.6,190.6,Paid,0
RPY0001055,LOAN000040,CUST00128,2026-05-18,2026-05-18,190.6,190.6,Paid,0
RPY0001056,LOAN000040,CUST00128,2026-06-17,2026-06-17,190.6,190.6,Paid,0
RPY0001057,LOAN000040,CUST00128,2026-07-17,2026-07-17,190.6,190.6,Paid,0
RPY0001058,LOAN000040,CUST00128,2026-08-16,2026-08-16,190.6,190.6,Paid,0
RPY0001059,LOAN000040,CUST00128,2026-09-15,2026-09-15,190.6,190.6,Paid,0
RPY0001060,LOAN000040,CUST00128,2026-10-15,2026-10-15,190.6,190.6,Paid,0
RPY0001061,LOAN000040,CUST00128,2026-11-14,2027-01-13,190.6,107.59,Partial,60
RPY0001062,LOAN000040,CUST00128,2026-12-14,2026-12-14,190.6,190.6,Paid,0
RPY0001063,LOAN000040,CUST00128,2027-01-13,2027-01-18,190.6,190.6,Late,5
RPY0001064,LOAN000040,CUST00128,2027-02-12,2027-02-12,190.6,190.6,Paid,0
RPY0001065,LOAN000040,CUST00128,2027-03-14,2027-04-28,190.6,190.6,Late,45
RPY0001066,LOAN000040,CUST00128,2027-04-13,2027-04-13,190.6,190.6,Paid,0
RPY0001067,LOAN000040,CUST00128,2027-05-13,2027-05-13,190.6,190.6,Paid,0
RPY0001068,LOAN000040,CUST00128,2027-06-12,2027-07-12,190.6,54.92,Partial,30
RPY0001069,LOAN000040,CUST00128,2027-07-12,2027-07-12,190.6,190.6,Paid,0
RPY0001070,LOAN000040,CUST00128,2027-08-11,2027-08-11,190.6,190.6,Paid,0
RPY0001071,LOAN000040,CUST00128,2027-09-10,2027-09-10,190.6,190.6,Paid,0
RPY0001072,LOAN000040,CUST00128,2027-10-10,2027-10-10,190.6,190.6,Paid,0
RPY0001073,LOAN000040,CUST00128,2027-11-09,2027-11-09,190.6,190.6,Paid,0
RPY0001074,LOAN000040,CUST00128,2027-12-09,2027-12-09,190.6,190.6,Paid,0
RPY0001075,LOAN000040,CUST00128,2028-01-08,2028-03-08,190.6,132.28,Partial,60
RPY0001076,LOAN000040,CUST00128,2028-02-07,2028-02-07,190.6,190.6,Paid,0
RPY0001077,LOAN000040,CUST00128,2028-03-08,2028-03-08,190.6,190.6,Paid,0
RPY0001078,LOAN000040,CUST00128,2028-04-07,2028-04-07,190.6,190.6,Paid,0
RPY0001079,LOAN000040,CUST00128,2028-05-07,2028-06-21,190.6,190.6,Late,45
RPY0001080,LOAN000040,CUST00128,2028-06-06,2028-06-06,190.6,190.6,Paid,0
RPY0001081,LOAN000041,CUST00128,2026-04-14,2026-04-14,3843.5,3843.5,Paid,0
RPY0001082,LOAN000041,CUST00128,2026-05-14,2026-05-14,3843.5,3843.5,Paid,0
RPY0001083,LOAN000041,CUST00128,2026-06-13,2026-06-13,3843.5,3843.5,Paid,0
RPY0001084,LOAN000041,CUST00128,2026-07-13,2026-07-13,3843.5,3843.5,Paid,0
RPY0001085,LOAN000041,CUST00128,2026-08-12,2026-09-11,3843.5,3843.5,Late,30
RPY0001086,LOAN000041,CUST00128,2026-09-11,2026-09-11,3843.5,3843.5,Paid,0
RPY0001087,LOAN000041,CUST00128,2026-10-11,2026-10-11,3843.5,3843.5,Paid,0
RPY0001088,LOAN000041,CUST00128,2026-11-10,2026-11-10,3843.5,3843.5,Paid,0
RPY0001089,LOAN000041,CUST00128,2026-12-10,2026-12-10,3843.5,3843.5,Paid,0
RPY0001090,LOAN000041,CUST00128,2027-01-09,2027-01-09,3843.5,3843.5,Paid,0
RPY0001091,LOAN000041,CUST00128,2027-02-08,2027-02-08,3843.5,3843.5,Paid,0
RPY0001092,LOAN000041,CUST00128,2027-03-10,2027-03-10,3843.5,3843.5,Paid,0
RPY0001093,LOAN000041,CUST00128,2027-04-09,2027-04-09,3843.5,3843.5,Paid,0
RPY0001094,LOAN000041,CUST00128,2027-05-09,,3843.5,0.0,Missed,120
RPY0001095,LOAN000041,CUST00128,2027-06-08,2027-06-08,3843.5,3843.5,Paid,0
RPY0001096,LOAN000041,CUST00128,2027-07-08,2027-07-08,3843.5,3843.5,Paid,0
RPY0001097,LOAN000041,CUST00128,2027-08-07,2027-08-07,3843.5,3843.5,Paid,0
RPY0001098,LOAN000041,CUST00128,2027-09-06,2027-09-06,3843.5,3843.5,Paid,0
RPY0001099,LOAN000041,CUST00128,2027-10-06,,3843.5,0.0,Missed,90
RPY0001100,LOAN000041,CUST00128,2027-11-05,2027-11-05,3843.5,3843.5,Paid,0
RPY0001101,LOAN000041,CUST00128,2027-12-05,2027-12-10,3843.5,3843.5,Late,5
RPY0001102,LOAN000041,CUST00128,2028-01-04,2028-01-04,3843.5,3843.5,Paid,0
RPY0001103,LOAN000041,CUST00128,2028-02-03,2028-03-19,3843.5,3843.5,Late,45
RPY0001104,LOAN000041,CUST00128,2028-03-04,2028-03-04,3843.5,3843.5,Paid,0
RPY0001105,LOAN000042,CUST00130,2025-08-12,2025-08-12,2596.04,2596.04,Paid,0
RPY0001106,LOAN000042,CUST00130,2025-09-11,2025-09-11,2596.04,2596.04,Paid,0
RPY0001107,LOAN000042,CUST00130,2025-10-11,2025-10-11,2596.04,2596.04,Paid,0
RPY0001108,LOAN000042,CUST00130,2025-11-10,,2596.04,0.0,Missed,30
RPY0001109,LOAN000042,CUST00130,2025-12-10,2025-12-25,2596.04,2596.04,Late,15
RPY0001110,LOAN000042,CUST00130,2026-01-09,2026-01-09,2596.04,2596.04,Paid,0
RPY0001111,LOAN000042,CUST00130,2026-02-08,2026-02-08,2596.04,2596.04,Paid,0
RPY0001112,LOAN000042,CUST00130,2026-03-10,2026-03-10,2596.04,2596.04,Paid,0
RPY0001113,LOAN000042,CUST00130,2026-04-09,2026-04-09,2596.04,2596.04,Paid,0
RPY0001114,LOAN000042,CUST00130,2026-05-09,2026-05-09,2596.04,2596.04,Paid,0
RPY0001115,LOAN000042,CUST00130,2026-06-08,2026-06-08,2596.04,2596.04,Paid,0
RPY0001116,LOAN000042,CUST00130,2026-07-08,2026-07-08,2596.04,2596.04,Paid,0
RPY0001117,LOAN000042,CUST00130,2026-08-07,2026-08-07,2596.04,2596.04,Paid,0
RPY0001118,LOAN000042,CUST00130,2026-09-06,2026-09-06,2596.04,2596.04,Paid,0
RPY0001119,LOAN000042,CUST00130,2026-10-06,2026-10-06,2596.04,2596.04,Paid,0
RPY0001120,LOAN000042,CUST00130,2026-11-05,2027-01-04,2596.04,1450.38,Partial,60
RPY0001121,LOAN000042,CUST00130,2026-12-05,2026-12-05,2596.04,2596.04,Paid,0
RPY0001122,LOAN000042,CUST00130,2027-01-04,2027-01-04,2596.04,2596.04,Paid,0
RPY0001123,LOAN000042,CUST00130,2027-02-03,2027-02-18,2596.04,2596.04,Late,15
RPY0001124,LOAN000042,CUST00130,2027-03-05,2027-04-04,2596.04,2596.04,Late,30
RPY0001125,LOAN000042,CUST00130,2027-04-04,2027-04-04,2596.04,2596.04,Paid,0
RPY0001126,LOAN000042,CUST00130,2027-05-04,2027-05-19,2596.04,2596.04,Late,15
RPY0001127,LOAN000042,CUST00130,2027-06-03,2027-06-03,2596.04,2596.04,Paid,0
RPY0001128,LOAN000042,CUST00130,2027-07-03,2027-07-03,2596.04,2596.04,Paid,0
RPY0001129,LOAN000042,CUST00130,2027-08-02,2027-08-02,2596.04,2596.04,Paid,0
RPY0001130,LOAN000042,CUST00130,2027-09-01,,2596.04,0.0,Missed,90
RPY0001131,LOAN000042,CUST00130,2027-10-01,2027-10-01,2596.04,2596.04,Paid,0
RPY0001132,LOAN000042,CUST00130,2027-10-31,2027-10-31,2596.04,2596.04,Paid,0
RPY0001133,LOAN000042,CUST00130,2027-11-30,2027-11-30,2596.04,2596.04,Paid,0
RPY0001134,LOAN000042,CUST00130,2027-12-30,2027-12-30,2596.04,2596.04,Paid,0
RPY0001135,LOAN000042,CUST00130,2028-01-29,2028-01-29,2596.04,2596.04,Paid,0
RPY0001136,LOAN000042,CUST00130,2028-02-28,2028-02-28,2596.04,2596.04,Paid,0
RPY0001137,LOAN000042,CUST00130,2028-03-29,2028-03-29,2596.04,2596.04,Paid,0
RPY0001138,LOAN000042,CUST00130,2028-04-28,2028-04-28,2596.04,2596.04,Paid,0
RPY0001139,LOAN000042,CUST00130,2028-05-28,2028-05-28,2596.04,2596.04,Paid,0
RPY0001140,LOAN000042,CUST00130,2028-06-27,,2596.04,0.0,Missed,90
RPY0001141,LOAN000043,CUST00131,2026-12-22,2026-12-22,2236.47,2236.47,Paid,0
RPY0001142,LOAN000043,CUST00131,2027-01-21,2027-01-21,2236.47,2236.47,Paid,0
RPY0001143,LOAN000043,CUST00131,2027-02-20,2027-02-20,2236.47,2236.47,Paid,0
RPY0001144,LOAN000043,CUST00131,2027-03-22,2027-03-22,2236.47,2236.47,Paid,0
RPY0001145,LOAN000043,CUST00131,2027-04-21,2027-04-21,2236.47,2236.47,Paid,0
RPY0001146,LOAN000043,CUST00131,2027-05-21,2027-05-21,2236.47,2236.47,Paid,0
RPY0001147,LOAN000043,CUST00131,2027-06-20,2027-06-20,2236.47,2236.47,Paid,0
RPY0001148,LOAN000043,CUST00131,2027-07-20,2027-07-20,2236.47,2236.47,Paid,0
RPY0001149,LOAN000043,CUST00131,2027-08-19,2027-08-19,2236.47,2236.47,Paid,0
RPY0001150,LOAN000043,CUST00131,2027-09-18,2027-09-18,2236.47,2236.47,Paid,0
RPY0001151,LOAN000043,CUST00131,2027-10-18,2027-10-18,2236.47,2236.47,Paid,0
RPY0001152,LOAN000043,CUST00131,2027-11-17,2027-11-17,2236.47,2236.47,Paid,0
RPY0001153,LOAN000043,CUST00131,2027-12-17,2027-12-17,2236.47,2236.47,Paid,0
RPY0001154,LOAN000043,CUST00131,2028-01-16,2028-01-16,2236.47,2236.47,Paid,0
RPY0001155,LOAN000043,CUST00131,2028-02-15,2028-03-01,2236.47,2236.47,Late,15
RPY0001156,LOAN000043,CUST00131,2028-03-16,2028-03-16,2236.47,2236.47,Paid,0
RPY0001157,LOAN000043,CUST00131,2028-04-15,2028-04-15,2236.47,2236.47,Paid,0
RPY0001158,LOAN000043,CUST00131,2028-05-15,2028-05-30,2236.47,1416.46,Partial,15
RPY0001159,LOAN000044,CUST00131,2024-12-20,2024-12-20,1854.04,1854.04,Paid,0
RPY0001160,LOAN000044,CUST00131,2025-01-19,2025-01-19,1854.04,1854.04,Paid,0
RPY0001161,LOAN000044,CUST00131,2025-02-18,2025-04-04,1854.04,1854.04,Late,45
RPY0001162,LOAN000044,CUST00131,2025-03-20,2025-03-20,1854.04,1854.04,Paid,0
RPY0001163,LOAN000044,CUST00131,2025-04-19,2025-04-19,1854.04,1854.04,Paid,0
RPY0001164,LOAN000044,CUST00131,2025-05-19,,1854.04,0.0,Missed,90
RPY0001165,LOAN000044,CUST00131,2025-06-18,2025-06-18,1854.04,1854.04,Paid,0
RPY0001166,LOAN000044,CUST00131,2025-07-18,2025-09-01,1854.04,1854.04,Late,45
RPY0001167,LOAN000044,CUST00131,2025-08-17,2025-08-17,1854.04,1854.04,Paid,0
RPY0001168,LOAN000044,CUST00131,2025-09-16,2025-09-16,1854.04,1854.04,Paid,0
RPY0001169,LOAN000044,CUST00131,2025-10-16,2025-10-21,1854.04,1854.04,Late,5
RPY0001170,LOAN000044,CUST00131,2025-11-15,2025-11-15,1854.04,1854.04,Paid,0
RPY0001171,LOAN000044,CUST00131,2025-12-15,2026-01-14,1854.04,1854.04,Late,30
RPY0001172,LOAN000044,CUST00131,2026-01-14,2026-01-24,1854.04,1854.04,Late,10
RPY0001173,LOAN000044,CUST00131,2026-02-13,2026-02-13,1854.04,1854.04,Paid,0
RPY0001174,LOAN000044,CUST00131,2026-03-15,2026-03-15,1854.04,1854.04,Paid,0
RPY0001175,LOAN000044,CUST00131,2026-04-14,2026-04-14,1854.04,1854.04,Paid,0
RPY0001176,LOAN000044,CUST00131,2026-05-14,2026-05-19,1854.04,1854.04,Late,5
RPY0001177,LOAN000044,CUST00131,2026-06-13,2026-06-13,1854.04,1854.04,Paid,0
RPY0001178,LOAN000044,CUST00131,2026-07-13,2026-07-13,1854.04,1854.04,Paid,0
RPY0001179,LOAN000044,CUST00131,2026-08-12,2026-08-12,1854.04,1854.04,Paid,0
RPY0001180,LOAN000044,CUST00131,2026-09-11,2026-09-11,1854.04,1854.04,Paid,0
RPY0001181,LOAN000044,CUST00131,2026-10-11,2026-10-11,1854.04,1854.04,Paid,0
RPY0001182,LOAN000044,CUST00131,2026-11-10,2026-11-10,1854.04,1854.04,Paid,0
RPY0001183,LOAN000044,CUST00131,2026-12-10,2026-12-10,1854.04,1854.04,Paid,0
RPY0001184,LOAN000044,CUST00131,2027-01-09,2027-01-24,1854.04,654.96,Partial,15
RPY0001185,LOAN000044,CUST00131,2027-02-08,,1854.04,0.0,Missed,120
